Year,Value
2022,139.69
2021,93.8
2020,129.34
2019,72.29
2018,161.26
2017,59.11
2016,111.51
2015,87.04
2014,49.92
2013,66.89
2012,53.39
2011,90.07
2010,88.18
2009,130.03
