Year,GeoCode,Value
2016,,9.93
2019,,11.57
2016,1.0,0.0
2019,1.0,0.0
2016,2.0,9.78
2019,2.0,0.0
2016,3.0,0.0
2019,3.0,0.0
2016,4.0,16.56
2019,4.0,24.0
2016,5.0,0.0
2019,5.0,0.0
2016,6.0,0.0
2019,6.0,2.98
2016,7.0,0.0
2019,7.0,5.4
2016,8.0,0.0
2019,8.0,0.0
2016,9.0,5.44
2019,9.0,15.7
2016,10.0,12.18
2019,10.0,18.08
2016,11.0,8.18
2019,11.0,5.86
2016,12.0,10.37
2019,12.0,2.33
2016,13.0,0.0
2019,13.0,0.0
2016,14.0,4.68
2019,14.0,0.0
2016,15.0,2.48
2019,15.0,4.36
2016,16.0,36.66
2019,16.0,19.15
2016,17.0,100.0
2019,17.0,100.0
2016,18.0,60.6
2019,18.0,100.0
2016,19.0,53.4
2019,19.0,100.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,100.0
2019,,100.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,0.0
2019,,0.0
2016,,100.0
2019,,100.0
2016,,0.0
2019,,0.0
2016,,100.0
2019,,100.0
2016,,100.0
2019,,100.0
2016,,100.0
2019,,100.0
2016,,0.0
