Year,Sexe,Edat,GeoCode,Value
2016,,,,15.9
2015,,,,19.9
2018,,,,14.9
2017,,,,14.0
2016,,,,16.9
2015,,,,20.7
2018,,,,17.7
2017,,,,20.3
2016,,,,24.1
2015,,,,25.8
2018,,,,23.9
2017,,,,26.6
2016,,,,30.6
2015,,,,32.9
2018,,,,19.4
2017,,,,23.4
2016,,,,25.6
2015,,,,25.2
2018,,,,26.5
2017,,,,29.0
2016,,,,28.7
2015,,,,30.5
2018,,,,20.3
2017,,,,22.1
2016,,,,23.8
2015,,,,24.3
2018,,,,18.4
2017,,,,19.8
2016,,,,25.2
2015,,,,25.2
2018,,,,18.3
2017,,,,17.6
2016,,,,19.5
2015,,,,20.3
2018,,,,22.3
2017,,,,25.9
2016,,,,26.3
2015,,,,28.4
2018,,,,26.6
2017,,,,27.0
2016,,,,33.2
2015,,,,35.3
2018,,,,15.1
2017,,,,17.2
2016,,,,19.1
2015,,,,17.9
2018,,,,13.1
2017,,,,14.3
2016,,,,14.2
2015,,,,15.2
2018,,,,17.3
2017,,,,18.6
2016,,,,21.0
2015,,,,21.3
2018,,,,11.8
2017,,,,12.0
2016,,,,13.8
2015,,,,15.5
2018,,,,11.4
2017,,,,10.6
2016,,,,12.8
2015,,,,15.3
2018,,,,11.5
2017,,,,14.0
2016,,,,12.9
2015,,,,13.7
2018,,,,15.3
2017,,,,17.6
2016,,,,20.0
2015,,,,22.1
2018,,,,15.1
2017,,,,16.9
2016,,,,19.0
2015,,,,18.9
2018,,,,26.4
2017,,,,29.1
2016,,,,30.2
2015,,,,30.4
2018,,,,20.2
2017,,,,23.0
2016,,,,24.2
2015,,,,25.4
2018,,,,20.1
2017,,,,21.1
2016,,,,22.3
2015,,,,21.0
2018,,,,31.3
2017,,,,38.4
2016,,,,42.0
2015,,,,41.6
2018,,,,31.7
2017,,,,34.5
2016,,,,39.4
2015,,,,39.4
2018,,,,31.8
2017,,,,31.7
2016,,,,33.3
2015,,,,35.0
2018,,,,39.7
2017,,,,43.1
2016,,,,42.5
2015,,,,46.4
2018,,,,30.5
2017,,,,32.4
2016,,,,30.3
2015,,,,34.3
2018,,,,14.3
2017,,,,18.9
2016,,,,20.3
2015,,,,21.8
2018,,,,10.4
2017,,,,11.0
2016,,,,13.0
2015,,,,12.1
2018,,,,29.4
2017,,,,33.0
2016,,,,31.3
2015,,,,32.4
2018,,,,13.2
2017,,,,14.4
2016,,,,17.1
2015,,,,19.0
2018,,,,18.6
2017,,,,19.0
2016,,,,21.6
2015,,,,22.6
2018,,,,16.2
2017,,,,18.5
2016,,,,15.7
2015,,,,17.7
2018,,,,10.9
2017,,,,17.2
2016,,,,18.0
2015,,,,18.6
2018,,,,11.5
2017,,,,10.2
2016,,,,14.0
2015,,,,14.6
2018,,,,8.4
2017,,,,12.3
2016,,,,12.8
2015,,,,15.3
2018,,,,11.3
2017,,,,12.4
2016,,,,14.9
2015,,,,16.6
2018,,,,14.7
2017,,,,17.0
2016,,,,17.3
2015,,,,19.0
2018,,,,12.5
2017,,,,11.1
2016,,,,14.1
2015,,,,14.8
2018,,,,8.3
2017,,,,10.4
2016,,,,10.9
2015,,,,8.4
2018,,,,14.2
2017,,,,14.4
2016,,,,15.0
2015,,,,16.0
2018,,,,16.1
2017,,,,18.5
2016,,,,18.1
2015,,,,20.4
2018,,,,26.9
2017,,,,28.7
2016,,,,32.9
2015,,,,33.5
2018,,,,35.5
2017,,,,36.7
2016,,,,44.0
2015,,,,44.1
2018,,,,14.4
2017,,,,16.0
2016,,,,17.9
2015,,,,17.9
2018,,,,16.7
2017,,,,15.2
2016,,,,18.0
2015,,,,21.3
2018,,,,10.7
2017,,,,15.1
2016,,,,13.1
2015,,,,15.7
2018,,,,27.7
2017,,,,13.2
2016,,,,18.3
2015,,,,22.5
2018,,,,14.2
2017,,,,14.7
2016,,,,17.3
2015,,,,19.1
2017,,,,33.2
2016,,,,35.7
2015,,,,36.6
2018,,,,18.7
2017,,,,20.9
2016,,,,24.2
2015,,,,22.9
2018,,,,9.7
2017,,,,10.5
2016,,,,13.2
2015,,,,17.0
2018,,,,33.4
2017,,,,36.0
2016,,,,37.9
2015,,,,36.7
2018,,,,14.0
2017,,,,14.9
2016,,,,18.4
2015,,,,17.5
2018,,,,22.3
2017,,,,26.5
2016,,,,25.3
2015,,,,32.1
2018,,,,23.1
2017,,,,22.1
2016,,,,21.2
2015,,,,25.1
2018,,,,20.9
2017,,,,23.2
2016,,,,25.1
2015,,,,28.0
2018,,,,27.6
2017,,,,32.4
2016,,,,33.5
2015,,,,32.7
2018,,,,37.5
2017,,,,44.6
2016,,,,45.1
2015,,,,41.2
2018,,,,38.3
2017,,,,41.1
2016,,,,41.3
2015,,,,45.8
2018,,,,22.4
2017,,,,26.5
2016,,,,27.4
2015,,,,29.4
2017,,,,24.2
2016,,,,31.8
2015,,,,26.3
2018,,,,16.3
2017,,,,17.7
2016,,,,19.1
2015,,,,20.5
2018,,,,17.9
2017,,,,21.1
2016,,,,25.4
2015,,,,27.7
2018,,,,18.7
2017,,,,21.3
2016,,,,23.2
2015,,,,26.5
2018,,,,17.3
2017,,,,19.8
2016,,,,24.6
2015,,,,24.8
2018,,,,41.8
2017,,,,44.3
2016,,,,42.8
2015,,,,47.0
2018,,,,10.6
2017,,,,14.2
2016,,,,15.1
2015,,,,16.7
2018,,,,12.4
2017,,,,14.7
2016,,,,17.4
2015,,,,16.4
2018,,,,20.9
2017,,,,23.5
2016,,,,23.0
2015,,,,25.0
2018,,,,26.0
2017,,,,29.9
2016,,,,32.4
2015,,,,36.0
2018,,,,27.1
2017,,,,28.2
2016,,,,30.1
2015,,,,33.1
2018,,,,19.6
2017,,,,19.1
2016,,,,21.7
2015,,,,22.4
2018,,,,20.1
2017,,,,25.4
2016,,,,25.9
2015,,,,27.2
2018,,,,7.1
2017,,,,11.3
2016,,,,10.7
2015,,,,12.3
2018,,,,13.2
2017,,,,14.0
2016,,,,16.2
2015,,,,16.6
2018,,,,39.4
2017,,,,42.0
2016,,,,45.5
2015,,,,47.7
2018,,,,32.2
2017,,,,32.8
2016,,,,36.1
2015,,,,39.7
2018,,,,31.7
2017,,,,33.5
2016,,,,36.9
2015,,,,37.5
2018,,,,27.3
2017,,,,31.6
2016,,,,31.6
2015,,,,32.2
2018,,,,29.0
2017,,,,33.0
2016,,,,34.4
2015,,,,34.1
2018,,,,27.1
2017,,,,29.8
2016,,,,29.5
2015,,,,33.8
2018,,,,12.5
2017,,,,18.7
2016,,,,18.5
2015,,,,21.0
2018,,,,8.6
2017,,,,14.5
2016,,,,12.8
2015,,,,13.6
2018,,,,9.6
2017,,,,8.6
2016,,,,10.3
2015,,,,11.5
2018,,,,13.3
2017,,,,13.3
2016,,,,16.0
2015,,,,18.4
2018,,,,13.6
2017,,,,15.0
2016,,,,14.5
2015,,,,18.3
2018,,,,12.5
2017,,,,14.1
2016,,,,18.2
2015,,,,20.8
2018,,,,26.1
2017,,,,25.8
2016,,,,27.4
2015,,,,28.6
2018,,,,20.1
2017,,,,17.6
2016,,,,23.1
2015,,,,22.8
2018,,,,20.3
2017,,,,25.0
2016,,,,25.8
2015,,,,26.5
2018,,,,23.0
2017,,,,29.7
2016,,,,28.8
2015,,,,29.1
2018,,,,15.3
2017,,,,16.1
2016,,,,17.7
2015,,,,16.8
2018,,,,15.6
2017,,,,17.5
2016,,,,18.4
2015,,,,17.4
2018,,,,16.3
2017,,,,19.3
2016,,,,19.7
2015,,,,21.7
2018,,,,23.0
2017,,,,23.8
2016,,,,27.3
2015,,,,30.4
2018,,,,19.8
2017,,,,22.2
2016,,,,22.2
2015,,,,24.9
2018,,,,15.0
2017,,,,16.4
2016,,,,19.3
2015,,,,23.0
2018,,,,20.4
2017,,,,23.3
2016,,,,24.4
2015,,,,27.1
2018,,,,25.3
2017,,,,31.3
2016,,,,34.9
2015,,,,38.3
2018,,,,11.5
2017,,,,12.3
2016,,,,13.4
2015,,,,12.0
2018,,,,17.5
2017,,,,19.9
2016,,,,21.7
2015,,,,22.0
2018,,,,18.9
2017,,,,19.7
2016,,,,22.4
2015,,,,18.6
2018,,,,11.5
2017,,,,11.3
2016,,,,13.5
2015,,,,14.8
2018,,,,17.5
2017,,,,18.8
2016,,,,19.5
2015,,,,22.0
2018,,,,15.6
2017,,,,18.2
2016,,,,19.0
2015,,,,18.2
2018,,,,14.2
2017,,,,15.6
2016,,,,15.5
2015,,,,18.7
2018,,,,13.2
2017,,,,15.2
2016,,,,17.4
2015,,,,18.4
2018,,,,19.9
2017,,,,21.7
2016,,,,23.6
2015,,,,28.0
2018,,,,36.0
2017,,,,38.2
2016,,,,40.7
2015,,,,42.1
2018,,,,16.9
2017,,,,19.1
2016,,,,21.6
2015,,,,22.4
2018,,,,25.5
2017,,,,28.3
2016,,,,29.4
2015,,,,33.6
2018,,,,18.5
2017,,,,18.2
2016,,,,20.5
2015,,,,22.8
2018,,,,19.4
2017,,,,25.1
2016,,,,24.8
2015,,,,26.3
2018,,,,24.6
2017,,,,30.4
2016,,,,30.5
2015,,,,31.3
2018,,,,11.8
2017,,,,13.5
2016,,,,18.0
2015,,,,18.0
2018,,,,22.1
2017,,,,24.7
2016,,,,27.0
2015,,,,24.7
2018,,,,14.8
2017,,,,18.7
2016,,,,20.8
2015,,,,23.8
2018,,,,20.2
2017,,,,20.7
2016,,,,17.3
2015,,,,19.0
2018,,,,6.6
2017,,,,8.5
2016,,,,8.7
2015,,,,10.8
2018,,,,6.1
2017,,,,7.5
2016,,,,10.3
2015,,,,12.2
2018,,,,11.3
2017,,,,12.8
2016,,,,13.1
2015,,,,15.3
2018,,,,11.2
2017,,,,11.5
2016,,,,13.2
2015,,,,13.2
2018,,,,6.9
2017,,,,8.6
2016,,,,11.4
2015,,,,10.7
2018,,,,10.0
2017,,,,10.6
2016,,,,12.4
2015,,,,11.7
2018,,,,9.6
2017,,,,12.9
2016,,,,15.8
2015,,,,14.6
2018,,,,8.4
2017,,,,9.5
2016,,,,11.5
2015,,,,11.6
2018,,,,6.1
2017,,,,9.5
2016,,,,8.5
2015,,,,9.7
2018,,,,5.4
2017,,,,8.1
2016,,,,8.8
2015,,,,9.7
2018,,,,13.4
2017,,,,15.4
2016,,,,15.1
2015,,,,20.0
2018,,,,13.1
2017,,,,15.4
2016,,,,14.9
2015,,,,17.7
2018,,,,10.3
2017,,,,9.7
2016,,,,11.5
2015,,,,14.0
2018,,,,10.9
2017,,,,11.9
2016,,,,11.0
2015,,,,13.3
2018,,,,26.8
2017,,,,25.2
2016,,,,28.0
2015,,,,26.8
2018,,,,10.3
2017,,,,11.5
2016,,,,12.6
2015,,,,14.2
2018,,,,20.2
2017,,,,18.7
2016,,,,19.5
2015,,,,20.4
2018,,,,17.5
2017,,,,18.4
2016,,,,16.8
2015,,,,17.6
2018,,,,21.2
2017,,,,25.0
2016,,,,28.4
2015,,,,26.6
2018,,,,7.1
2017,,,,8.3
2016,,,,7.9
2015,,,,10.1
2018,,,,8.7
2017,,,,11.7
2016,,,,18.4
2015,,,,19.0
2018,,,,12.0
2017,,,,14.0
2016,,,,13.4
2015,,,,15.0
2018,,,,7.9
2017,,,,8.9
2016,,,,13.2
2015,,,,12.9
2018,,,,12.6
2017,,,,14.7
2016,,,,16.6
2015,,,,15.9
2018,,,,12.1
2017,,,,11.7
2016,,,,12.0
2015,,,,13.9
2018,,,,41.7
2017,,,,44.2
2016,,,,45.6
2015,,,,50.5
2018,,,,20.1
2017,,,,23.4
2016,,,,22.8
2015,,,,22.3
2018,,,,12.6
2017,,,,13.9
2016,,,,18.4
2015,,,,16.2
2018,,,,10.4
2017,,,,12.9
2016,,,,9.3
2015,,,,10.9
2018,,,,10.4
2017,,,,11.6
2016,,,,14.2
2015,,,,14.3
2018,,,,7.1
2017,,,,6.5
2016,,,,9.4
2015,,,,8.6
2018,,,,7.8
2017,,,,11.0
2016,,,,12.5
2015,,,,11.8
2018,,,,9.5
2017,,,,12.7
2016,,,,13.0
2015,,,,14.1
2018,,,,10.5
2017,,,,10.6
2016,,,,11.5
2015,,,,10.7
2018,,,,8.2
2017,,,,7.3
2016,,,,11.5
2015,,,,11.6
2018,,,,10.1
2017,,,,9.2
2016,,,,11.3
2015,,,,11.3
2018,,,,9.8
2017,,,,11.0
2016,,,,11.9
2015,,,,11.4
2018,,,,10.0
2017,,,,11.2
2016,,,,13.3
2015,,,,11.6
2018,,,,11.3
2017,,,,13.7
2016,,,,12.3
2015,,,,11.2
2018,,,,6.4
2017,,,,7.5
2016,,,,8.6
2015,,,,9.1
2018,,,,13.9
2017,,,,15.9
2016,,,,18.1
2015,,,,15.4
2018,,,,24.5
2017,,,,24.9
2016,,,,27.8
2015,,,,26.0
2018,,,,9.9
2017,,,,13.0
2016,,,,11.7
2015,,,,12.1
2018,,,,18.1
2017,,,,23.3
2016,,,,25.0
2015,,,,26.9
2018,,,,19.3
2017,,,,23.6
2016,,,,26.3
2015,,,,28.0
2018,,,,17.4
2017,,,,22.7
2016,,,,26.3
2015,,,,27.6
2018,,,,15.2
2017,,,,16.4
2016,,,,24.2
2015,,,,21.0
2018,,,,15.0
2017,,,,16.2
2016,,,,16.3
2015,,,,18.7
2018,,,,19.3
2017,,,,22.7
2016,,,,26.1
2015,,,,26.1
2018,,,,21.0
2017,,,,26.2
2016,,,,31.7
2015,,,,30.5
2018,,,,20.3
2017,,,,23.7
2016,,,,25.8
2015,,,,28.4
2018,,,,10.4
2017,,,,12.2
2016,,,,11.1
2015,,,,10.5
2018,,,,15.9
2017,,,,16.8
2016,,,,18.7
2015,,,,18.7
2018,,,,21.4
2017,,,,25.3
2016,,,,25.5
2015,,,,27.8
2018,,,,12.1
2017,,,,13.5
2016,,,,14.0
2015,,,,15.7
2018,,,,8.6
2017,,,,11.3
2016,,,,11.7
2015,,,,14.7
2018,,,,8.8
2017,,,,11.1
2016,,,,11.5
2015,,,,11.5
2018,,,,6.0
2017,,,,4.9
2016,,,,4.8
2015,,,,6.2
2018,,,,8.8
2017,,,,12.3
2016,,,,12.9
2015,,,,14.0
2018,,,,8.6
2017,,,,9.0
2016,,,,11.5
2015,,,,14.5
2018,,,,7.1
2017,,,,8.5
2016,,,,9.6
2015,,,,10.5
2018,,,,40.3
2017,,,,43.5
2016,,,,42.6
2015,,,,45.9
2018,,,,17.1
2017,,,,20.0
2016,,,,23.0
2015,,,,21.9
2018,,,,18.2
2017,,,,19.9
2016,,,,19.9
2015,,,,21.6
2018,,,,18.0
2017,,,,17.6
2016,,,,23.0
2015,,,,23.5
2018,,,,34.5
2017,,,,37.9
2016,,,,40.6
2015,,,,44.3
2018,,,,27.3
2017,,,,31.0
2016,,,,31.0
2015,,,,33.5
2018,,,,37.4
2017,,,,38.7
2016,,,,44.5
2015,,,,47.1
2018,,,,43.7
2017,,,,47.7
2016,,,,52.4
2015,,,,57.8
2018,,,,31.5
2017,,,,36.2
2016,,,,36.5
2015,,,,40.5
2018,,,,37.0
2017,,,,36.7
2016,,,,38.8
2015,,,,39.7
2018,,,,24.7
2017,,,,28.9
2016,,,,27.2
2015,,,,30.0
2018,,,,19.3
2017,,,,20.7
2016,,,,22.2
2015,,,,22.9
2018,,,,26.7
2017,,,,28.7
2016,,,,31.7
2015,,,,31.8
2018,,,,22.8
2017,,,,21.5
2016,,,,26.3
2015,,,,29.0
2018,,,,22.2
2017,,,,26.2
2016,,,,29.6
2015,,,,31.2
2018,,,,28.0
2017,,,,29.0
2016,,,,32.3
2015,,,,35.6
2018,,,,14.9
2017,,,,17.9
2016,,,,20.1
2015,,,,17.8
2018,,,,18.9
2017,,,,25.4
2016,,,,32.5
2015,,,,31.1
2018,,,,23.5
2017,,,,28.9
2016,,,,34.7
2015,,,,35.4
2018,,,,20.6
2017,,,,23.0
2016,,,,24.7
2015,,,,26.2
2018,,,,25.8
2017,,,,32.3
2016,,,,34.8
2015,,,,34.6
2018,,,,16.2
2017,,,,20.4
2016,,,,25.2
2015,,,,22.1
2018,,,,13.9
2017,,,,15.6
2016,,,,16.6
2015,,,,19.5
2018,,,,26.8
2017,,,,30.8
2016,,,,33.2
2015,,,,33.5
2018,,,,27.7
2017,,,,31.4
2016,,,,34.1
2015,,,,35.0
2018,,,,29.6
2017,,,,31.3
2016,,,,30.1
2015,,,,30.2
2018,,,,9.1
2017,,,,9.1
2016,,,,11.2
2015,,,,13.0
2018,,,,11.2
2017,,,,9.6
2016,,,,10.5
2015,,,,14.0
2018,,,,10.2
2017,,,,13.8
2016,,,,14.6
2015,,,,18.3
2018,,,,15.9
2017,,,,17.2
2016,,,,21.1
2015,,,,20.4
2018,,,,20.9
2017,,,,19.5
2016,,,,27.0
2015,,,,27.0
2018,,,,12.9
2017,,,,11.8
2016,,,,14.0
2015,,,,15.3
2018,,,,5.9
2017,,,,5.8
2016,,,,6.4
2015,,,,7.6
2018,,,,2.2
2017,,,,3.7
2016,,,,4.5
2015,,,,6.2
2018,,,,26.0
2017,,,,23.2
2016,,,,27.6
2015,,,,30.5
2018,,,,7.8
2017,,,,9.0
2016,,,,9.9
2015,,,,10.6
2018,,,,4.4
2017,,,,6.0
2016,,,,7.4
2015,,,,7.7
2018,,,,18.8
2017,,,,22.6
2016,,,,24.6
2015,,,,27.3
2018,,,,5.8
2017,,,,6.4
2016,,,,9.5
2015,,,,9.1
2018,,,,20.9
2017,,,,18.7
2016,,,,23.7
2015,,,,24.1
2018,,,,21.5
2017,,,,23.5
2016,,,,24.7
2015,,,,27.2
2018,,,,22.7
2017,,,,24.6
2016,,,,25.0
2015,,,,28.3
2018,,,,28.5
2017,,,,28.8
2016,,,,34.5
2015,,,,34.8
2018,,,,23.7
2017,,,,26.6
2016,,,,30.1
2015,,,,26.2
2018,,,,26.5
2017,,,,25.7
2016,,,,29.4
2015,,,,28.6
2018,,,,28.5
2017,,,,29.8
2016,,,,31.2
2015,,,,33.0
2018,,,,37.6
2017,,,,38.5
2016,,,,41.1
2015,,,,43.6
2018,,,,18.2
2017,,,,21.7
2016,,,,24.1
2015,,,,27.7
2018,,,,22.4
2017,,,,22.3
2016,,,,24.1
2015,,,,27.6
2018,,,,26.4
2017,,,,29.3
2016,,,,32.1
2015,,,,32.8
2018,,,,31.2
2017,,,,32.4
2016,,,,33.0
2015,,,,32.4
2018,,,,9.9
2017,,,,13.5
2016,,,,16.4
2015,,,,17.9
2018,,,,12.5
2017,,,,12.8
2016,,,,14.5
2015,,,,15.1
2018,,,,14.6
2017,,,,17.8
2016,,,,17.0
2015,,,,17.7
2018,,,,11.8
2017,,,,14.4
2016,,,,15.1
2015,,,,17.6
2018,,,,16.1
2017,,,,20.0
2016,,,,21.6
2015,,,,25.3
2018,,,,14.7
2017,,,,16.3
2016,,,,18.2
2015,,,,18.3
2018,,,,25.0
2017,,,,27.6
2016,,,,31.4
2015,,,,32.6
2018,,,,25.7
2017,,,,30.9
2016,,,,30.7
2015,,,,33.1
2018,,,,25.6
2017,,,,28.8
2016,,,,31.6
2015,,,,30.9
2018,,,,23.7
2017,,,,26.7
2016,,,,28.6
2015,,,,30.6
2018,,,,10.1
2017,,,,11.5
2016,,,,14.7
2015,,,,17.7
2018,,,,15.9
2017,,,,19.6
2016,,,,22.8
2015,,,,21.8
2018,,,,17.4
2017,,,,21.4
2016,,,,22.3
2015,,,,26.9
2018,,,,16.2
2017,,,,16.1
2016,,,,19.1
2015,,,,21.3
2018,,,,6.9
2017,,,,7.8
2016,,,,10.3
2015,,,,9.4
2018,,,,5.3
2017,,,,7.1
2016,,,,7.3
2015,,,,8.8
2018,,,,9.4
2017,,,,9.1
2016,,,,10.5
2015,,,,14.3
2018,,,,10.8
2017,,,,9.3
2016,,,,12.3
2015,,,,10.2
2018,,,,6.3
2017,,,,8.5
2016,,,,9.0
2015,,,,11.3
2018,,,,12.1
2017,,,,14.2
2016,,,,15.2
2015,,,,17.4
2018,,,,21.0
2017,,,,21.6
2016,,,,26.2
2015,,,,23.2
2018,,,,11.9
2017,,,,13.5
2016,,,,17.6
2015,,,,18.0
2018,,,,6.5
2017,,,,8.1
2016,,,,8.2
2015,,,,10.5
2018,,,,15.4
2017,,,,15.1
2016,,,,17.4
2015,,,,19.0
2018,,,,14.8
2017,,,,14.2
2016,,,,17.9
2015,,,,18.8
2018,,,,16.6
2017,,,,20.7
2016,,,,22.1
2015,,,,25.6
2018,,,,18.1
2017,,,,24.3
2016,,,,25.9
2015,,,,28.3
2018,,,,17.4
2017,,,,17.6
2016,,,,19.7
2015,,,,21.2
2018,,,,25.5
2017,,,,27.8
2016,,,,29.0
2015,,,,30.8
2018,,,,31.4
2017,,,,29.9
2016,,,,33.0
2015,,,,35.7
2018,,,,19.7
2017,,,,19.3
2016,,,,23.1
2015,,,,24.3
2018,,,,23.4
2017,,,,25.2
2016,,,,27.5
2015,,,,32.5
2018,,,,18.3
2017,,,,20.9
2016,,,,23.3
2015,,,,26.1
2018,,,,22.0
2017,,,,21.0
2016,,,,27.7
2015,,,,27.6
2018,,,,15.5
2017,,,,17.4
2016,,,,19.4
2015,,,,19.2
2018,,,,16.5
2017,,,,20.2
2016,,,,23.3
2015,,,,22.0
2018,,,,14.2
2017,,,,15.0
2016,,,,16.3
2015,,,,18.5
2018,,,,14.2
2017,,,,19.1
2016,,,,18.5
2015,,,,22.4
2018,,,,11.1
2017,,,,13.9
2016,,,,14.9
2015,,,,15.2
2018,,,,10.2
2017,,,,14.6
2016,,,,16.7
2015,,,,16.9
2018,,,,8.0
2017,,,,9.6
2016,,,,12.1
2015,,,,14.4
2018,,,,12.6
2017,,,,13.5
2016,,,,15.3
2015,,,,18.2
2018,,,,6.0
2017,,,,5.6
2016,,,,7.8
2015,,,,9.7
2018,,,,37.6
2017,,,,40.0
2016,,,,44.9
2015,,,,41.3
2018,,,,24.5
2017,,,,26.7
2016,,,,30.0
2015,,,,33.5
2018,,,,18.3
2017,,,,19.4
2016,,,,22.8
2015,,,,23.5
2018,,,,14.4
2017,,,,17.1
2016,,,,20.5
2015,,,,23.5
2018,,,,11.7
2017,,,,13.4
2016,,,,17.0
2015,,,,20.5
2018,,,,11.8
2017,,,,15.1
2016,,,,16.7
2015,,,,16.9
