Year,GeoCode,Value
2021,,6881
2020,,5146
2019,,7518
2018,,7842
2017,,8356
2016,,8221
2015,,7629
2014,,7719
2013,,7612
2012,,7491
2011,,6638
2010,,6793
2009,,6585
2021,d1,238
2020,d1,246
2019,d1,393
2018,d1,384
2017,d1,486
2016,d1,506
2015,d1,431
2014,d1,438
2013,d1,408
2012,d1,576
2011,d1,493
2010,d1,602
2009,d1,527
2021,d2,203
2020,d2,430
2019,d2,616
2018,d2,569
2017,d2,617
2016,d2,628
2015,d2,603
2014,d2,618
2013,d2,612
2012,d2,547
2011,d2,472
2010,d2,508
2009,d2,494
2021,d3,67
2020,d3,332
2019,d3,650
2018,d3,689
2017,d3,766
2016,d3,711
2015,d3,687
2014,d3,760
2013,d3,749
2012,d3,602
2011,d3,499
2010,d3,596
2009,d3,527
2021,d4,249
2020,d4,355
2019,d4,550
2018,d4,588
2017,d4,557
2016,d4,695
2015,d4,619
2014,d4,594
2013,d4,569
2012,d4,619
2011,d4,595
2010,d4,612
2009,d4,519
2021,d5,185
2020,d5,211
2019,d5,375
2018,d5,395
2017,d5,444
2016,d5,478
2015,d5,481
2014,d5,359
2013,d5,379
2012,d5,454
2011,d5,449
2010,d5,575
2009,d5,459
2021,d6,240
2020,d6,269
2019,d6,403
2018,d6,481
2017,d6,426
2016,d6,907
2015,d6,855
2014,d6,636
2013,d6,621
2012,d6,852
2011,d6,775
2010,d6,768
2009,d6,652
2021,d7,331
2020,d7,343
2019,d7,504
2018,d7,600
2017,d7,565
2016,d7,371
2015,d7,324
2014,d7,453
2013,d7,414
2012,d7,281
2011,d7,273
2010,d7,507
2009,d7,301
2021,d8,304
2020,d8,383
2019,d8,428
2018,d8,465
2017,d8,500
2016,d8,570
2015,d8,517
2014,d8,496
2013,d8,460
2012,d8,505
2011,d8,416
2010,d8,175
2009,d8,376
2021,d9,195
2020,d9,137
2019,d9,269
2018,d9,275
2017,d9,310
2016,d9,398
2015,d9,344
2014,d9,201
2013,d9,229
2012,d9,374
2011,d9,331
2010,d9,183
2009,d9,359
2021,d10,203
2020,d10,459
2019,d10,650
2018,d10,689
2017,d10,759
2016,d10,685
2015,d10,658
2014,d10,635
2013,d10,652
2012,d10,682
2011,d10,505
2010,d10,490
2009,d10,459
2021,d11,358
2020,d11,274
2019,d11,551
2018,d11,552
2017,d11,581
2016,d11,459
2015,d11,419
2014,d11,297
2013,d11,296
2012,d11,311
2011,d11,233
2010,d11,501
2009,d11,336
2021,d12,333
2020,d12,326
2019,d12,451
2018,d12,445
2017,d12,468
2016,d12,400
2015,d12,391
2014,d12,486
2013,d12,477
2012,d12,360
2011,d12,295
2010,d12,291
2009,d12,354
2021,d13,280
2020,d13,323
2019,d13,244
2018,d13,248
2017,d13,252
2016,d13,182
2015,d13,174
2014,d13,242
2013,d13,247
2012,d13,273
2011,d13,247
2010,d13,106
2009,d13,237
2021,d14,35
2020,d14,211
2019,d14,273
2018,d14,321
2017,d14,309
2016,d14,103
2015,d14,93
2014,d14,259
2013,d14,295
2012,d14,75
2011,d14,71
2010,d14,84
2009,d14,55
2021,d15,11
2020,d15,160
2019,d15,367
2018,d15,394
2017,d15,406
2016,d15,454
2015,d15,407
2014,d15,368
2013,d15,354
2012,d15,425
2011,d15,404
2010,d15,265
2009,d15,317
2021,d16,24
2020,d16,360
2019,d16,335
2018,d16,286
2017,d16,343
2016,d16,196
2015,d16,212
2014,d16,293
2013,d16,291
2012,d16,225
2011,d16,181
2010,d16,97
2009,d16,172
2021,d18,214
2020,d18,40
2019,d18,70
2018,d18,78
2017,d18,75
2016,d18,73
2015,d18,66
2014,d18,91
2013,d18,108
2012,d18,68
2011,d18,59
2010,d18,74
2009,d18,82
2021,d19,160
2020,d19,147
2019,d19,160
2018,d19,177
2017,d19,257
2016,d19,202
2015,d19,189
2014,d19,326
2013,d19,279
2012,d19,217
2011,d19,193
2010,d19,196
2009,d19,182
2021,d171,220
2020,d171,24
2019,d171,106
2018,d171,95
2017,d171,103
2016,d171,57
2015,d171,50
2014,d171,52
2013,d171,40
2012,d171,41
2011,d171,42
2010,d171,47
2009,d171,49
2021,d172,220
2020,d172,24
2019,d172,106
2018,d172,95
2017,d172,103
2016,d172,57
2015,d172,50
2014,d172,52
2013,d172,40
2012,d172,41
2011,d172,42
2010,d172,47
2009,d172,49
2021,d173,220
2020,d173,24
2019,d173,106
2018,d173,95
2017,d173,103
2016,d173,57
2015,d173,50
2014,d173,52
2013,d173,40
2012,d173,41
2011,d173,42
2010,d173,47
2009,d173,49
2021,d174,220
2020,d174,24
2019,d174,106
2018,d174,95
2017,d174,103
2016,d174,57
2015,d174,50
2014,d174,52
2013,d174,40
2012,d174,41
2011,d174,42
2010,d174,47
2009,d174,49
