Year,GeoCode,Value
2021,,3.4
2020,,3.39
2019,,3.26
2018,,2.94
2017,,2.78
2016,,2.62
2015,,2.59
2014,,2.54
2013,,2.35
2012,,2.21
2011,,2.24
2010,,2.2
2009,,1.98
2021,d1,2.81
2020,d1,3.14
2019,d1,3.32
2018,d1,3.04
2017,d1,3.21
2016,d1,3.21
2015,d1,3.21
2014,d1,2.4
2013,d1,2.39
2012,d1,1.97
2011,d1,2.09
2010,d1,2.08
2009,d1,1.89
2021,d2,3.34
2020,d2,3.15
2019,d2,3.14
2018,d2,2.97
2017,d2,3.0
2016,d2,3.04
2015,d2,2.92
2014,d2,2.74
2013,d2,2.03
2012,d2,2.15
2011,d2,2.3
2010,d2,2.25
2009,d2,2.24
2021,d3,3.5
2020,d3,3.58
2019,d3,3.68
2018,d3,2.65
2017,d3,2.66
2016,d3,2.67
2015,d3,2.61
2014,d3,2.59
2013,d3,2.29
2012,d3,2.27
2011,d3,2.27
2010,d3,2.24
2009,d3,2.2
2021,d4,3.83
2020,d4,3.87
2019,d4,3.91
2018,d4,3.9
2017,d4,4.08
2016,d4,3.01
2015,d4,3.02
2014,d4,2.98
2013,d4,2.99
2012,d4,2.59
2011,d4,2.83
2010,d4,2.83
2009,d4,2.44
2021,d5,2.55
2020,d5,2.57
2019,d5,2.55
2018,d5,2.53
2017,d5,2.43
2016,d5,2.43
2015,d5,2.44
2014,d5,2.39
2013,d5,2.27
2012,d5,2.06
2011,d5,2.09
2010,d5,2.01
2009,d5,1.93
2021,d6,3.57
2020,d6,3.59
2019,d6,3.54
2018,d6,3.45
2017,d6,3.39
2016,d6,3.39
2015,d6,3.42
2014,d6,3.35
2013,d6,3.34
2012,d6,3.27
2011,d6,3.4
2010,d6,3.34
2009,d6,2.6
2021,d7,3.37
2020,d7,3.37
2019,d7,3.4
2018,d7,3.15
2017,d7,2.84
2016,d7,2.41
2015,d7,2.41
2014,d7,2.41
2013,d7,2.24
2012,d7,2.03
2011,d7,2.01
2010,d7,1.96
2009,d7,1.77
2021,d8,2.82
2020,d8,2.84
2019,d8,2.82
2018,d8,2.62
2017,d8,2.36
2016,d8,2.38
2015,d8,2.35
2014,d8,2.32
2013,d8,2.13
2012,d8,2.08
2011,d8,2.07
2010,d8,2.05
2009,d8,1.95
2021,d9,3.39
2020,d9,3.34
2019,d9,3.19
2018,d9,2.24
2017,d9,2.24
2016,d9,2.22
2015,d9,2.21
2014,d9,2.19
2013,d9,1.91
2012,d9,1.78
2011,d9,1.83
2010,d9,1.8
2009,d9,1.75
2021,d10,3.49
2020,d10,3.49
2019,d10,3.57
2018,d10,3.32
2017,d10,2.98
2016,d10,2.54
2015,d10,2.5
2014,d10,2.51
2013,d10,2.5
2012,d10,2.24
2011,d10,2.17
2010,d10,2.09
2009,d10,1.87
2021,d11,4.57
2020,d11,4.59
2019,d11,4.62
2018,d11,3.36
2017,d11,2.77
2016,d11,2.57
2015,d11,2.56
2014,d11,2.54
2013,d11,2.49
2012,d11,2.15
2011,d11,2.29
2010,d11,2.26
2009,d11,1.73
2021,d12,3.73
2020,d12,3.75
2019,d12,2.46
2018,d12,2.32
2017,d12,2.34
2016,d12,2.35
2015,d12,2.37
2014,d12,2.38
2013,d12,2.16
2012,d12,2.16
2011,d12,2.17
2010,d12,2.14
2009,d12,1.68
2021,d13,3.68
2020,d13,3.55
2019,d13,2.78
2018,d13,2.64
2017,d13,2.73
2016,d13,2.72
2015,d13,2.69
2014,d13,2.71
2013,d13,2.67
2012,d13,2.63
2011,d13,2.66
2010,d13,2.57
2009,d13,2.28
2021,d14,2.51
2020,d14,2.44
2019,d14,2.44
2018,d14,2.37
2017,d14,2.38
2016,d14,2.34
2015,d14,2.32
2014,d14,2.32
2013,d14,2.07
2012,d14,2.01
2011,d14,2.15
2010,d14,2.12
2009,d14,2.06
2021,d15,2.3
2020,d15,2.3
2019,d15,2.35
2018,d15,2.34
2017,d15,2.08
2016,d15,2.09
2015,d15,2.13
2014,d15,2.13
2013,d15,1.63
2012,d15,1.51
2011,d15,1.56
2010,d15,1.54
2009,d15,1.53
2021,d16,2.88
2020,d16,2.87
2019,d16,2.93
2018,d16,2.83
2017,d16,2.52
2016,d16,2.22
2015,d16,2.25
2014,d16,2.24
2013,d16,1.94
2012,d16,1.83
2011,d16,1.8
2010,d16,1.66
2009,d16,1.61
2021,d18,3.99
2020,d18,3.98
2019,d18,4.03
2018,d18,3.9
2017,d18,3.93
2016,d18,2.43
2015,d18,2.36
2014,d18,2.35
2013,d18,2.11
2012,d18,1.97
2011,d18,2.11
2010,d18,2.02
2009,d18,1.82
2021,d19,5.55
2020,d19,5.28
2019,d19,5.23
2018,d19,4.94
2017,d19,4.99
2015,d19,4.88
2014,d19,4.56
2013,d19,4.38
2012,d19,4.23
2011,d19,4.16
2010,d19,4.1
2009,d19,3.43
2021,d171,5.97
2020,d171,5.93
2019,d171,5.94
2018,d171,5.8
2017,d171,4.28
2016,d171,4.14
2015,d171,3.7
2014,d171,3.41
2013,d171,3.4
2012,d171,3.39
2011,d171,3.03
2010,d171,2.88
2009,d171,2.74
2021,d172,5.97
2020,d172,5.93
2019,d172,5.94
2018,d172,5.8
2017,d172,4.28
2016,d172,4.14
2015,d172,3.7
2014,d172,3.41
2013,d172,3.4
2012,d172,3.39
2011,d172,3.03
2010,d172,2.88
2009,d172,2.74
2021,d173,5.97
2020,d173,5.93
2019,d173,5.94
2018,d173,5.8
2017,d173,4.28
2016,d173,4.14
2015,d173,3.7
2014,d173,3.41
2013,d173,3.4
2012,d173,3.39
2011,d173,3.03
2010,d173,2.88
2009,d173,2.74
2021,d174,5.97
2020,d174,5.93
2019,d174,5.94
2018,d174,5.8
2017,d174,4.28
