Year,GeoCode,Value
2021,,101942
2020,,101858
2019,,106237
2018,,107872
2017,,107374
2016,,107845
2015,,107923
2014,,100866
2013,,106866
2012,,98996
2011,,99009
2021,d1,6148
2020,d1,6214
2019,d1,6219
2018,d1,6259
2017,d1,6259
2016,d1,6233
2015,d1,6250
2014,d1,5296
2013,d1,6213
2012,d1,5228
2011,d1,5223
2021,d2,4627
2020,d2,4627
2019,d2,4626
2018,d2,4760
2017,d2,4838
2016,d2,4816
2015,d2,4848
2014,d2,4449
2013,d2,4848
2012,d2,4443
2011,d2,4443
2021,d3,5404
2020,d3,5404
2019,d3,5444
2018,d3,5589
2017,d3,5593
2016,d3,5612
2015,d3,5611
2014,d3,4732
2013,d3,5611
2012,d3,4733
2011,d3,4733
2021,d4,6688
2020,d4,6688
2019,d4,7517
2018,d4,5677
2017,d4,6458
2016,d4,7271
2015,d4,7367
2014,d4,6564
2013,d4,7515
2012,d4,6593
2011,d4,7116
2021,d5,4646
2020,d5,4623
2019,d5,5020
2018,d5,5642
2017,d5,4955
2016,d5,5013
2015,d5,4958
2014,d5,4219
2013,d5,4929
2012,d5,3982
2011,d5,4131
2021,d6,4706
2020,d6,4681
2019,d6,5193
2018,d6,5099
2017,d6,5030
2016,d6,5122
2015,d6,5122
2014,d6,5108
2013,d6,4998
2012,d6,5024
2011,d6,4500
2021,d7,3812
2020,d7,3809
2019,d7,4814
2018,d7,5192
2017,d7,5843
2016,d7,5775
2015,d7,5817
2014,d7,5494
2013,d7,5817
2012,d7,5398
2011,d7,5425
2021,d8,5290
2020,d8,5262
2019,d8,5379
2018,d8,5470
2017,d8,5438
2016,d8,5480
2015,d8,5477
2014,d8,5438
2013,d8,5475
2012,d8,5354
2011,d8,5354
2021,d9,3980
2020,d9,3980
2019,d9,3972
2018,d9,3976
2017,d9,3975
2016,d9,3893
2015,d9,3802
2014,d9,3802
2013,d9,3797
2012,d9,3876
2011,d9,3876
2021,d10,8278
2020,d10,8278
2019,d10,8804
2018,d10,9740
2017,d10,9158
2016,d10,9112
2015,d10,9014
2014,d10,8051
2013,d10,8986
2012,d10,8041
2011,d10,8008
2021,d11,10260
2020,d11,10255
2019,d11,10561
2018,d11,10425
2017,d11,10620
2016,d11,10469
2015,d11,10441
2014,d11,10409
2013,d11,10429
2012,d11,10333
2011,d11,10319
2021,d12,5691
2020,d12,5679
2019,d12,5747
2018,d12,6141
2017,d12,5398
2016,d12,5848
2015,d12,5653
2014,d12,5627
2013,d12,5585
2012,d12,5605
2011,d12,5679
2021,d13,4555
2020,d13,4503
2019,d13,4570
2018,d13,4581
2017,d13,4581
2016,d13,4594
2015,d13,4594
2014,d13,4594
2013,d13,4575
2012,d13,4591
2011,d13,4528
2021,d14,3344
2020,d14,3344
2019,d14,3444
2018,d14,3863
2017,d14,3906
2016,d14,3432
2015,d14,3432
2014,d14,2981
2013,d14,3453
2012,d14,3008
2011,d14,2853
2021,d15,4329
2020,d15,4314
2019,d15,4701
2018,d15,5144
2017,d15,4866
2016,d15,4888
2015,d15,4987
2014,d15,4521
2013,d15,4831
2012,d15,4362
2011,d15,4404
2021,d16,4002
2020,d16,4002
2019,d16,4058
2018,d16,3879
2017,d16,3879
2016,d16,3917
2015,d16,4067
2014,d16,4065
2013,d16,4057
2012,d16,4012
2011,d16,4008
2021,d18,3522
2020,d18,3522
2019,d18,3522
2018,d18,3378
2017,d18,3494
2016,d18,3456
2015,d18,3456
2014,d18,2530
2013,d18,3414
2012,d18,2458
2011,d18,2568
2021,d19,5687
2020,d19,5700
2019,d19,5695
2018,d19,5704
2017,d19,5704
2016,d19,5689
2015,d19,5703
2014,d19,5689
2013,d19,5233
2012,d19,5219
2011,d19,5204
2021,d171,3036
2020,d171,3036
2019,d171,3036
2018,d171,3039
2017,d171,3065
2016,d171,3121
2015,d171,3085
2014,d171,3058
2013,d171,2910
2012,d171,2765
2011,d171,2888
2021,d172,3036
2020,d172,3036
2019,d172,3036
2018,d172,3039
2017,d172,3065
2016,d172,3121
2015,d172,3085
2014,d172,3058
2013,d172,2910
2012,d172,2765
2011,d172,2888
2021,d173,3036
2020,d173,3036
2019,d173,3036
2018,d173,3039
2017,d173,3065
2016,d173,3121
2015,d173,3085
2014,d173,3058
2013,d173,2910
2012,d173,2765
2011,d173,2888
2021,d174,3036
2020,d174,3036
2019,d174,3036
2018,d174,3039
2017,d174,3065
2016,d174,3121
2015,d174,3085
2014,d174,3058
2013,d174,2910
2012,d174,2765
2011,d174,2888
