Year,GeoCode,Value
2010,,2.18
2011,,2.32
2012,,2.1
2013,,1.85
2014,,1.71
2015,,1.37
2016,,1.16
2017,,1.0
2018,,1.06
2010,1.0,1.97
2011,1.0,1.92
2012,1.0,1.67
2013,1.0,1.23
2014,1.0,1.08
2015,1.0,1.04
2016,1.0,0.83
2017,1.0,0.72
2018,1.0,1.14
2010,2.0,2.12
2011,2.0,1.72
2012,2.0,1.61
2013,2.0,1.62
2014,2.0,1.53
2015,2.0,1.35
2016,2.0,1.21
2017,2.0,1.19
2018,2.0,1.09
2010,3.0,2.52
2011,3.0,2.2
2012,3.0,2.33
2013,3.0,2.33
2014,3.0,1.93
2015,3.0,1.49
2016,3.0,1.27
2017,3.0,1.28
2018,3.0,1.1
2010,4.0,3.36
2011,4.0,3.02
2012,4.0,2.51
2013,4.0,2.03
2014,4.0,1.62
2015,4.0,1.32
2016,4.0,1.18
2017,4.0,1.14
2018,4.0,1.39
2010,5.0,2.67
2011,5.0,2.19
2012,5.0,1.95
2013,5.0,1.54
2014,5.0,1.56
2015,5.0,1.27
2016,5.0,1.11
2017,5.0,0.93
2018,5.0,0.94
2010,6.0,2.76
2011,6.0,2.34
2012,6.0,2.2
2013,6.0,1.58
2014,6.0,1.79
2015,6.0,1.6
2016,6.0,1.43
2017,6.0,1.07
2018,6.0,1.09
2010,7.0,3.05
2011,7.0,2.51
2012,7.0,2.37
2013,7.0,2.2
2014,7.0,1.81
2015,7.0,1.3
2016,7.0,1.19
2017,7.0,1.0
2018,7.0,1.13
2010,8.0,3.07
2011,8.0,2.57
2012,8.0,2.49
2013,8.0,2.15
2014,8.0,1.86
2015,8.0,1.36
2016,8.0,1.35
2017,8.0,1.17
2018,8.0,1.31
2010,9.0,3.08
2011,9.0,2.73
2012,9.0,2.37
2013,9.0,2.79
2014,9.0,1.88
2015,9.0,1.45
2016,9.0,1.32
2017,9.0,1.05
2018,9.0,1.15
2010,10.0,3.01
2011,10.0,2.63
2012,10.0,2.51
2013,10.0,2.17
2014,10.0,1.98
2015,10.0,1.52
2016,10.0,1.19
2017,10.0,1.07
2018,10.0,1.01
2010,11.0,3.29
2011,11.0,3.09
2012,11.0,2.63
2013,11.0,2.3
2014,11.0,1.75
2015,11.0,1.33
2016,11.0,1.01
2017,11.0,0.86
2018,11.0,0.97
2010,12.0,2.6
2011,12.0,2.47
2012,12.0,2.29
2013,12.0,1.77
2014,12.0,2.02
2015,12.0,1.7
2016,12.0,1.47
2017,12.0,1.15
2018,12.0,1.26
2010,13.0,2.88
2011,13.0,2.46
2012,13.0,2.29
2013,13.0,1.85
2014,13.0,1.89
2015,13.0,1.42
2016,13.0,1.12
2017,13.0,0.86
2018,13.0,1.09
2010,14.0,3.45
2011,14.0,2.62
2012,14.0,2.07
2013,14.0,1.78
2014,14.0,1.56
2015,14.0,1.43
2016,14.0,1.08
2017,14.0,0.91
2018,14.0,1.21
2010,15.0,3.06
2011,15.0,2.62
2012,15.0,2.05
2013,15.0,1.86
2014,15.0,1.73
2015,15.0,1.54
2016,15.0,1.18
2017,15.0,0.8
2018,15.0,0.82
2010,16.0,3.42
2011,16.0,2.95
2012,16.0,2.59
2013,16.0,2.74
2014,16.0,1.87
2015,16.0,1.47
2016,16.0,1.26
2017,16.0,1.15
2018,16.0,1.13
2010,17.0,3.44
2011,17.0,3.19
2012,17.0,3.06
2013,17.0,1.94
2014,17.0,2.09
2015,17.0,1.71
2016,17.0,1.22
2017,17.0,0.81
2018,17.0,0.72
2010,18.0,3.64
2011,18.0,3.11
2012,18.0,2.14
2013,18.0,5.21
2014,18.0,1.64
2015,18.0,1.3
2016,18.0,1.13
2017,18.0,0.8
2018,18.0,1.08
2010,19.0,3.18
2011,19.0,3.24
2012,19.0,3.21
2013,19.0,3.07
2014,19.0,2.35
2015,19.0,1.49
2016,19.0,1.41
2017,19.0,1.39
2018,19.0,1.43
