Year,GeoCode,Value
2021,,142.57
2020,,143.77
2019,,149.71
2018,,147.6
2017,,146.87
2016,,147.2
2015,,144.92
2014,,148.37
2013,,145.37
2012,,147.61
2011,,152.3
2010,,152.14
2009,,157.27
2021,d1,214.37
2020,d1,211.28
2019,d1,257.83
2018,d1,251.33
2017,d1,252.38
2016,d1,262.84
2015,d1,250.88
2014,d1,258.81
2013,d1,254.41
2012,d1,264.85
2011,d1,279.03
2010,d1,274.48
2009,d1,294.62
2021,d2,146.68
2020,d2,147.75
2019,d2,159.89
2018,d2,158.22
2017,d2,157.72
2016,d2,158.7
2015,d2,155.22
2014,d2,158.46
2013,d2,153.97
2012,d2,159.96
2011,d2,163.52
2010,d2,161.0
2009,d2,169.73
2021,d3,152.77
2020,d3,154.4
2019,d3,162.15
2018,d3,159.19
2017,d3,160.23
2016,d3,158.3
2015,d3,156.1
2014,d3,159.34
2013,d3,154.43
2012,d3,154.13
2011,d3,159.27
2010,d3,157.7
2009,d3,167.01
2021,d4,168.22
2020,d4,171.83
2019,d4,188.69
2018,d4,196.56
2017,d4,195.5
2016,d4,199.19
2015,d4,209.28
2014,d4,215.61
2013,d4,213.22
2012,d4,208.2
2011,d4,220.15
2010,d4,254.96
2009,d4,251.9
2021,d5,123.32
2020,d5,124.69
2019,d5,126.42
2018,d5,123.12
2017,d5,123.22
2016,d5,141.56
2015,d5,140.13
2014,d5,142.99
2013,d5,135.45
2012,d5,139.48
2011,d5,144.26
2010,d5,142.67
2009,d5,148.17
2021,d6,161.01
2020,d6,159.22
2019,d6,172.84
2018,d6,169.68
2017,d6,171.8
2016,d6,205.54
2015,d6,205.11
2014,d6,208.32
2013,d6,201.15
2012,d6,210.41
2011,d6,222.64
2010,d6,212.66
2009,d6,221.11
2021,d7,116.38
2020,d7,118.17
2019,d7,118.05
2018,d7,118.88
2017,d7,116.17
2016,d7,113.78
2015,d7,114.21
2014,d7,116.65
2013,d7,113.64
2012,d7,116.91
2011,d7,118.21
2010,d7,116.71
2009,d7,123.81
2021,d8,129.79
2020,d8,132.01
2019,d8,131.69
2018,d8,129.01
2017,d8,128.46
2016,d8,150.48
2015,d8,149.71
2014,d8,153.14
2013,d8,150.0
2012,d8,150.53
2011,d8,153.1
2010,d8,156.65
2009,d8,159.08
2021,d9,104.61
2020,d9,107.42
2019,d9,107.45
2018,d9,104.79
2017,d9,104.14
2016,d9,102.41
2015,d9,99.61
2014,d9,101.93
2013,d9,99.52
2012,d9,103.52
2011,d9,107.22
2010,d9,105.58
2009,d9,110.36
2021,d10,138.1
2020,d10,137.2
2019,d10,141.33
2018,d10,141.04
2017,d10,135.65
2016,d10,138.73
2015,d10,136.04
2014,d10,139.6
2013,d10,137.12
2012,d10,139.89
2011,d10,143.07
2010,d10,138.26
2009,d10,142.14
2021,d11,146.8
2020,d11,148.79
2019,d11,155.47
2018,d11,149.23
2017,d11,146.91
2016,d11,158.28
2015,d11,160.09
2014,d11,163.01
2013,d11,158.41
2012,d11,160.72
2011,d11,162.22
2010,d11,165.32
2009,d11,172.67
2021,d12,143.39
2020,d12,143.31
2019,d12,149.3
2018,d12,146.72
2017,d12,145.9
2016,d12,153.38
2015,d12,147.0
2014,d12,151.1
2013,d12,147.89
2012,d12,151.04
2011,d12,154.96
2010,d12,153.33
2009,d12,157.0
2021,d13,182.02
2020,d13,179.37
2019,d13,187.9
2018,d13,181.45
2017,d13,182.54
2016,d13,92.8
2015,d13,92.57
2014,d13,94.34
2013,d13,91.42
2012,d13,94.78
2011,d13,99.66
2010,d13,95.27
2009,d13,96.84
2021,d14,150.59
2020,d14,150.69
2019,d14,152.76
2018,d14,150.45
2017,d14,150.03
2016,d14,220.48
2015,d14,220.57
2014,d14,225.86
2013,d14,221.13
2012,d14,226.63
2011,d14,231.54
2010,d14,223.45
2009,d14,228.8
2021,d15,115.04
2020,d15,117.33
2019,d15,115.82
2018,d15,114.02
2017,d15,113.72
2016,d15,94.8
2015,d15,92.89
2014,d15,95.52
2013,d15,93.04
2012,d15,93.95
2011,d15,97.32
2010,d15,95.95
2009,d15,98.76
2021,d16,118.59
2020,d16,120.02
2019,d16,120.48
2018,d16,119.43
2017,d16,119.69
2016,d16,109.69
2015,d16,105.69
2014,d16,108.89
2013,d16,106.94
2012,d16,110.94
2011,d16,114.36
2010,d16,111.5
2009,d16,114.98
2021,d18,142.16
2020,d18,145.94
2019,d18,156.08
2018,d18,150.73
2017,d18,149.91
2016,d18,160.99
2015,d18,157.49
2014,d18,160.63
2013,d18,155.94
2012,d18,160.96
2011,d18,172.87
2010,d18,167.78
2009,d18,173.86
2021,d19,203.48
2020,d19,213.51
2019,d19,211.3
2018,d19,210.38
2017,d19,213.93
2016,d19,168.44
2015,d19,162.35
2014,d19,165.9
2013,d19,159.91
2012,d19,164.31
2011,d19,173.89
