Year,Gender,Age,GeoCode,Value
2019,,,,47.12
2016,,,,46.29
2010,,,,50.87
2019,Men,,,51.76
2016,Men,,,62.52
2010,Men,,,63.22
2019,Women,,,42.83
2016,Women,,,31.51
2010,Women,,,39.7
2019,,18 a 34,,28.21
2016,,18 a 34,,27.31
2010,,18 a 34,,32.96
2019,,35 a 64,,49.94
2016,,35 a 64,,47.28
2010,,35 a 64,,54.71
2019,,>=65,,58.76
2016,,>=65,,67.5
2010,,>=65,,64.97
2019,,,d1,53.1
2019,,,d2,35.3
2019,,,d3,50.9
2019,,,d4,32.9
2019,,,d5,38.6
2019,,,d6,47.9
2019,,,d7,61.1
2019,,,d8,47.2
2019,,,d9,64.7
2019,,,d10,56.1
2019,,,d11,48.8
2019,,,d12,30.1
2019,,,d13,48.7
2019,,,d14,50.4
2019,,,d15,27.8
2019,,,d16,51.3
2019,,,d18,64.1
2019,,,d19,58.8
2019,,,d171,61.5
2019,,,d172,61.5
2019,,,d173,61.5
2019,,,d174,61.5
