Year,GeoCode,Value
2010,,54.33
2011,,51.8
2012,,51.35
2013,,51.45
2014,,50.82
2015,,51.29
2016,,52.1
2017,,52.58
2018,,52.74
2010,1.0,58.1
2011,1.0,57.65
2012,1.0,56.33
2013,1.0,57.79
2014,1.0,58.55
2015,1.0,56.59
2016,1.0,60.09
2017,1.0,60.78
2018,1.0,60.61
2010,2.0,59.81
2011,2.0,60.97
2012,2.0,60.22
2013,2.0,58.16
2014,2.0,58.42
2015,2.0,58.95
2016,2.0,60.59
2017,2.0,60.23
2018,2.0,61.3
2010,3.0,50.17
2011,3.0,49.6
2012,3.0,49.18
2013,3.0,51.14
2014,3.0,48.11
2015,3.0,48.45
2016,3.0,49.08
2017,3.0,49.88
2018,3.0,50.92
2010,4.0,46.56
2011,4.0,45.87
2012,4.0,46.14
2013,4.0,49.76
2014,4.0,51.85
2015,4.0,52.89
2016,4.0,50.81
2017,4.0,50.51
2018,4.0,48.6
2010,5.0,51.75
2011,5.0,52.51
2012,5.0,51.72
2013,5.0,52.33
2014,5.0,50.64
2015,5.0,50.53
2016,5.0,50.25
2017,5.0,51.64
2018,5.0,53.04
2010,6.0,51.98
2011,6.0,52.69
2012,6.0,51.93
2013,6.0,53.99
2014,6.0,52.2
2015,6.0,52.83
2016,6.0,55.25
2017,6.0,57.9
2018,6.0,58.17
2010,7.0,46.35
2011,7.0,45.97
2012,7.0,44.9
2013,7.0,46.43
2014,7.0,45.98
2015,7.0,47.19
2016,7.0,46.37
2017,7.0,48.53
2018,7.0,47.27
2010,8.0,46.72
2011,8.0,46.19
2012,8.0,45.75
2013,8.0,46.86
2014,8.0,47.69
2015,8.0,48.25
2016,8.0,47.26
2017,8.0,48.15
2018,8.0,47.34
2010,9.0,48.32
2011,9.0,47.21
2012,9.0,48.56
2013,9.0,47.84
2014,9.0,49.0
2015,9.0,48.38
2016,9.0,48.69
2017,9.0,48.22
2018,9.0,47.33
2010,10.0,47.09
2011,10.0,48.07
2012,10.0,46.7
2013,10.0,46.23
2014,10.0,47.14
2015,10.0,48.49
2016,10.0,50.03
2017,10.0,49.63
2018,10.0,51.0
2010,11.0,48.38
2011,11.0,47.09
2012,11.0,47.56
2013,11.0,47.99
2014,11.0,47.99
2015,11.0,48.16
2016,11.0,48.89
2017,11.0,49.89
2018,11.0,48.57
2010,12.0,50.3
2011,12.0,50.0
2012,12.0,49.19
2013,12.0,50.14
2014,12.0,49.74
2015,12.0,51.33
2016,12.0,52.07
2017,12.0,52.56
2018,12.0,51.9
2010,13.0,47.53
2011,13.0,47.73
2012,13.0,47.38
2013,13.0,45.71
2014,13.0,47.19
2015,13.0,49.27
2016,13.0,50.52
2017,13.0,50.24
2018,13.0,47.02
2010,14.0,45.31
2011,14.0,46.41
2012,14.0,48.44
2013,14.0,52.92
2014,14.0,55.73
2015,14.0,54.83
2016,14.0,55.53
2017,14.0,53.21
2018,14.0,51.16
2010,15.0,45.39
2011,15.0,45.69
2012,15.0,46.57
2013,15.0,46.62
2014,15.0,47.25
2015,15.0,47.01
2016,15.0,48.91
2017,15.0,50.29
2018,15.0,50.95
2010,16.0,44.52
2011,16.0,44.15
2012,16.0,43.8
2013,16.0,42.77
2014,16.0,48.39
2015,16.0,47.88
2016,16.0,48.35
2017,16.0,47.52
2018,16.0,48.6
2010,17.0,42.79
2011,17.0,42.78
2012,17.0,40.5
2013,17.0,61.18
2014,17.0,58.07
2015,17.0,55.86
2016,17.0,55.36
2017,17.0,56.61
2018,17.0,59.38
2010,18.0,40.66
2011,18.0,44.08
2012,18.0,41.56
2013,18.0,43.36
2014,18.0,45.93
2015,18.0,47.64
2016,18.0,47.96
2017,18.0,53.27
2018,18.0,52.6
2010,19.0,46.63
2011,19.0,44.04
2012,19.0,42.9
2013,19.0,42.43
2014,19.0,45.83
2015,19.0,49.96
2016,19.0,50.01
2017,19.0,46.61
2018,19.0,45.28
