Year,GeoCode,Value
2016,,2428
2017,,3977
2018,,5863
2019,,5718
2020,,5715
2016,1.0,1022
2017,1.0,1501
2018,1.0,1828
2019,1.0,1807
2020,1.0,1803
2016,2.0,197
2017,2.0,393
2018,2.0,594
2019,2.0,597
2020,2.0,603
2016,3.0,285
2017,3.0,430
2018,3.0,647
2019,3.0,641
2020,3.0,652
2016,4.0,96
2017,4.0,121
2018,4.0,154
2019,4.0,154
2020,4.0,156
2016,5.0,51
2017,5.0,96
2018,5.0,189
2019,5.0,183
2020,5.0,181
2016,6.0,51
2017,6.0,82
2018,6.0,145
2019,6.0,144
2020,6.0,108
2016,7.0,28
2017,7.0,52
2018,7.0,90
2019,7.0,88
2020,7.0,87
2016,8.0,17
2017,8.0,36
2018,8.0,56
2019,8.0,55
2020,8.0,55
2016,9.0,22
2017,9.0,40
2018,9.0,68
2019,9.0,64
2020,9.0,64
2016,10.0,112
2017,10.0,236
2018,10.0,298
2019,10.0,300
2020,10.0,303
2016,11.0,255
2017,11.0,476
2018,11.0,937
2019,11.0,893
2020,11.0,907
2016,12.0,97
2017,12.0,182
2018,12.0,308
2019,12.0,291
2020,12.0,297
2016,13.0,28
2017,13.0,111
2018,13.0,176
2019,13.0,175
2020,13.0,171
2016,14.0,19
2017,14.0,28
2018,14.0,43
2019,14.0,36
2020,14.0,36
2016,15.0,14
2017,15.0,26
2018,15.0,40
2019,15.0,38
2020,15.0,37
2016,16.0,71
2017,16.0,83
2018,16.0,118
2019,16.0,115
2020,16.0,118
2016,17.0,1
2017,17.0,1
2018,17.0,7
2019,17.0,7
2020,17.0,7
2016,18.0,14
2017,18.0,18
2018,18.0,24
2019,18.0,17
2020,18.0,18
2016,19.0,45
2017,19.0,65
2018,19.0,105
2019,19.0,83
2020,19.0,83
