Year,GeoCode,Value
2019,,34.6
2018,,35.4
2017,,36.1
2016,,37.0
2015,,37.3
2019,1.0,39.4
2018,1.0,39.5
2017,1.0,39.9
2016,1.0,41.5
2015,1.0,41.3
2019,2.0,37.1
2018,2.0,37.2
2017,2.0,37.9
2016,2.0,38.9
2015,2.0,38.8
2019,3.0,33.8
2018,3.0,34.6
2017,3.0,35.2
2016,3.0,36.2
2015,3.0,36.6
2019,4.0,33.2
2018,4.0,34.2
2017,4.0,34.4
2016,4.0,35.6
2015,4.0,35.6
2019,5.0,32.9
2018,5.0,33.8
2017,5.0,34.7
2016,5.0,35.5
2015,5.0,35.8
2019,6.0,35.4
2018,6.0,36.2
2017,6.0,36.3
2016,6.0,37.4
2015,6.0,37.5
2019,7.0,32.5
2018,7.0,33.6
2017,7.0,34.2
2016,7.0,34.7
2015,7.0,34.8
2019,8.0,29.9
2018,8.0,30.7
2017,8.0,31.3
2016,8.0,32.1
2015,8.0,32.5
2019,9.0,31.5
2018,9.0,32.2
2017,9.0,32.9
2016,9.0,33.6
2015,9.0,34.0
2019,10.0,33.3
2018,10.0,34.3
2017,10.0,34.8
2016,10.0,35.7
2015,10.0,36.0
2019,11.0,34.1
2018,11.0,35.0
2017,11.0,35.9
2016,11.0,36.8
2015,11.0,37.2
2019,12.0,34.9
2018,12.0,35.5
2017,12.0,36.3
2016,12.0,37.1
2015,12.0,37.6
2019,13.0,33.0
2018,13.0,34.0
2017,13.0,34.3
2016,13.0,35.0
2015,13.0,35.2
2019,14.0,32.9
2018,14.0,33.9
2017,14.0,35.0
2016,14.0,35.9
2015,14.0,36.3
2019,15.0,33.8
2018,15.0,34.7
2017,15.0,35.3
2016,15.0,36.4
2015,15.0,36.6
2019,16.0,31.8
2018,16.0,32.6
2017,16.0,33.0
2016,16.0,33.8
2015,16.0,34.2
2019,17.0,33.9
2018,17.0,34.8
2017,17.0,34.9
2016,17.0,36.2
2015,17.0,36.5
2019,18.0,31.3
2018,18.0,32.7
2017,18.0,33.2
2016,18.0,34.6
2015,18.0,35.5
2019,19.0,31.6
2018,19.0,32.0
2017,19.0,32.9
2016,19.0,34.0
2015,19.0,34.3
