Year,Value
2020,33
2019,40
2018,28
2017,31
2016,19
2015,28
2014,32
2013,23
2012,33
2011,29
2010,34
2009,71
2020,16
2019,7
2018,8
2017,5
2016,4
2015,4
2014,1
2013,8
2012,4
2011,12
2010,3
2009,11
2020,80
2019,72
2018,65
2017,54
2016,43
2015,58
2014,59
2013,58
2012,61
2011,59
2010,67
2009,116
2020,49
2019,47
2018,36
2017,36
2016,23
2015,32
2014,33
2013,31
2012,37
2011,41
2010,37
2009,82
