Year,Value
2022,8114852
2021,4077836
2020,2487495
2019,8539403
2018,7769804
2017,6745394
2016,5799104
2015,5055127
2014,4597095
2013,4618072
2012,4752020
2011,4979511
2010,4934268
2009,4748997
