Year,GeoCode,Value
2009,,29.88
2010,,30.26
2011,,30.65
2012,,31.02
2013,,31.21
2014,,31.31
2015,,31.37
2016,,31.8
2018,,31.66
2019,,31.72
2020,,31.8
2021,,31.99
2009,1.0,22.77
2010,1.0,23.56
2011,1.0,24.71
2012,1.0,25.81
2013,1.0,26.29
2014,1.0,26.62
2015,1.0,26.89
2016,1.0,30.3
2018,1.0,27.48
2019,1.0,27.84
2020,1.0,28.32
2021,1.0,28.45
2009,2.0,11.31
2010,2.0,11.57
2011,2.0,11.82
2012,2.0,12.24
2013,2.0,12.56
2014,2.0,12.58
2015,2.0,12.69
2016,2.0,13.23
2018,2.0,15.28
2019,2.0,15.28
2020,2.0,15.19
2021,2.0,15.39
2009,3.0,17.56
2010,3.0,17.7
2011,3.0,18.4
2012,3.0,18.73
2013,3.0,18.87
2014,3.0,18.96
2015,3.0,19.01
2016,3.0,19.43
2018,3.0,18.82
2019,3.0,18.92
2020,3.0,18.98
2021,3.0,18.97
2009,4.0,49.62
2010,4.0,49.93
2011,4.0,50.37
2012,4.0,50.27
2013,4.0,50.28
2014,4.0,50.28
2015,4.0,50.32
2016,4.0,50.41
2018,4.0,50.17
2019,4.0,50.17
2020,4.0,50.17
2021,4.0,50.24
2009,5.0,23.54
2010,5.0,23.63
2011,5.0,23.66
2012,5.0,24.0
2013,5.0,24.01
2014,5.0,24.03
2015,5.0,24.09
2016,5.0,24.17
2018,5.0,24.03
2019,5.0,24.18
2020,5.0,24.22
2021,5.0,24.42
2009,6.0,28.77
2010,6.0,28.9
2011,6.0,29.07
2012,6.0,29.15
2013,6.0,29.51
2014,6.0,29.51
2015,6.0,29.52
2016,6.0,29.54
2018,6.0,29.58
2019,6.0,29.58
2020,6.0,29.67
2021,6.0,29.69
2009,7.0,20.56
2010,7.0,20.64
2011,7.0,20.87
2012,7.0,21.02
2013,7.0,21.03
2014,7.0,21.04
2015,7.0,21.03
2016,7.0,21.04
2018,7.0,21.08
2019,7.0,21.08
2020,7.0,21.24
2021,7.0,21.29
2009,8.0,37.81
2010,8.0,37.98
2011,8.0,38.25
2012,8.0,38.67
2013,8.0,39.14
2014,8.0,39.14
2015,8.0,39.22
2016,8.0,39.58
2018,8.0,39.3
2019,8.0,39.33
2020,8.0,39.45
2021,8.0,40.04
2009,9.0,33.68
2010,9.0,34.12
2011,9.0,34.16
2012,9.0,34.23
2013,9.0,34.29
2014,9.0,34.3
2015,9.0,34.35
2016,9.0,34.63
2018,9.0,34.25
2019,9.0,34.25
2020,9.0,34.26
2021,9.0,34.27
2009,10.0,32.51
2010,10.0,33.05
2011,10.0,33.56
2012,10.0,34.19
2013,10.0,34.64
2014,10.0,34.87
2015,10.0,34.87
2016,10.0,34.97
2018,10.0,34.92
2019,10.0,35.12
2020,10.0,35.26
2021,10.0,35.64
2009,11.0,25.15
2010,11.0,25.5
2011,11.0,25.92
2012,11.0,26.23
2013,11.0,26.36
2014,11.0,26.37
2015,11.0,26.37
2016,11.0,26.98
2018,11.0,26.65
2019,11.0,26.73
2020,11.0,26.83
2021,11.0,26.92
2009,12.0,39.08
2010,12.0,39.22
2011,12.0,39.44
2012,12.0,39.61
2013,12.0,39.65
2014,12.0,39.65
2015,12.0,39.76
2016,12.0,39.82
2018,12.0,39.78
2019,12.0,39.78
2020,12.0,39.87
2021,12.0,40.22
2009,13.0,32.88
2010,13.0,32.87
2011,13.0,32.86
2012,13.0,32.86
2013,13.0,32.87
2014,13.0,32.86
2015,13.0,32.87
2016,13.0,32.86
2018,13.0,32.86
2019,13.0,32.87
2020,13.0,32.86
2021,13.0,32.87
2009,14.0,38.3
2010,14.0,38.47
2011,14.0,38.59
2012,14.0,38.75
2013,14.0,38.91
2014,14.0,38.91
2015,14.0,38.92
2016,14.0,39.09
2018,14.0,39.17
2019,14.0,39.19
2020,14.0,39.2
2021,14.0,39.26
2009,15.0,33.42
2010,15.0,33.9
2011,15.0,33.98
2012,15.0,34.08
2013,15.0,34.12
2014,15.0,34.12
2015,15.0,34.12
2016,15.0,34.36
2018,15.0,34.42
2019,15.0,34.53
2020,15.0,34.52
2021,15.0,34.54
2009,16.0,38.29
2010,16.0,40.03
2011,16.0,40.84
2012,16.0,41.53
2013,16.0,41.9
2014,16.0,41.94
2015,16.0,42.07
2016,16.0,42.12
2018,16.0,41.97
2019,16.0,41.97
2020,16.0,42.13
2021,16.0,42.47
2009,17.0,31.54
2010,17.0,31.91
2011,17.0,32.28
2012,17.0,32.69
2013,17.0,32.7
2014,17.0,34.07
2015,17.0,34.18
2016,17.0,36.89
2018,17.0,38.13
2019,17.0,37.86
2020,17.0,37.8
2021,17.0,38.19
2009,18.0,35.11
2010,18.0,35.56
2011,18.0,37.41
2012,18.0,37.91
2013,18.0,38.01
2014,18.0,38.05
2015,18.0,38.04
2016,18.0,39.0
2018,18.0,38.35
2019,18.0,38.38
2020,18.0,38.42
2021,18.0,38.42
2009,19.0,25.94
2010,19.0,26.37
2011,19.0,27.24
2012,19.0,28.85
2013,19.0,28.93
2014,19.0,29.99
2015,19.0,30.03
2016,19.0,30.92
2018,19.0,30.79
2019,19.0,30.77
2020,19.0,30.79
2021,19.0,31.0
