Year,GeoCode,Value
2022,,15201
2021,,14348
2020,,13873
2019,,13643
2018,,13086
2017,,12453
2016,,12133
2015,,11858
2022,d1,20593
2021,d1,19299
2020,d1,19009
2019,d1,18756
2018,d1,18810
2017,d1,17076
2016,d1,17157
2015,d1,16369
2022,d2,21841
2021,d2,20081
2020,d2,20299
2019,d2,19963
2018,d2,19043
2017,d2,18068
2016,d2,17652
2015,d2,16778
2022,d3,18232
2021,d3,17347
2020,d3,16794
2019,d3,16719
2018,d3,16058
2017,d3,15193
2016,d3,14841
2015,d3,14550
2022,d4,16542
2021,d4,15764
2020,d4,15126
2019,d4,15039
2018,d4,14500
2017,d4,13962
2016,d4,13657
2015,d4,13359
2022,d5,14173
2021,d5,13439
2020,d5,13023
2019,d5,12732
2018,d5,12078
2017,d5,11367
2016,d5,11253
2015,d5,11028
2022,d6,22403
2021,d6,20636
2020,d6,20207
2019,d6,20292
2018,d6,19893
2017,d6,18844
2016,d6,18319
2015,d6,18900
2022,d7,12338
2021,d7,11790
2020,d7,11410
2019,d7,11158
2018,d7,10663
2017,d7,10250
2016,d7,9964
2015,d7,9786
2022,d8,14906
2021,d8,13969
2020,d8,13331
2019,d8,13029
2018,d8,12441
2017,d8,11944
2016,d8,11595
2015,d8,11341
2022,d9,12877
2021,d9,12310
2020,d9,11825
2019,d9,11578
2018,d9,11098
2017,d9,10627
2016,d9,10302
2015,d9,10080
2022,d10,13810
2021,d10,12948
2020,d10,12357
2019,d10,12089
2018,d10,11480
2017,d10,10877
2016,d10,10565
2015,d10,10383
2022,d11,12958
2021,d11,12290
2020,d11,11698
2019,d11,11547
2018,d11,10991
2017,d11,10450
2016,d11,10096
2015,d11,9779
2022,d12,15067
2021,d12,14262
2020,d12,13788
2019,d12,13477
2018,d12,12861
2017,d12,12376
2016,d12,11902
2015,d12,11567
2022,d13,16560
2021,d13,15687
2020,d13,15105
2019,d13,14877
2018,d13,14252
2017,d13,13655
2016,d13,13392
2015,d13,13202
2022,d14,16141
2021,d14,15243
2020,d14,14834
2019,d14,14537
2018,d14,13959
2017,d14,13208
2016,d14,12726
2015,d14,12566
2022,d15,12489
2021,d15,11897
2020,d15,11388
2019,d15,11118
2018,d15,10638
2017,d15,10143
2016,d15,9823
2015,d15,9607
2022,d16,12699
2021,d16,12081
2020,d16,11520
2019,d16,11301
2018,d16,10766
2017,d16,10302
2016,d16,10083
2015,d16,9794
2022,d18,11884
2021,d18,11217
2020,d18,10843
2019,d18,10562
2018,d18,9935
2017,d18,9673
2016,d18,9362
2015,d18,9020
2022,d19,13080
2021,d19,12486
2020,d19,12066
2019,d19,11887
2018,d19,11383
2017,d19,10933
2016,d19,10510
2015,d19,10144
2022,d171,15925
2021,d171,15111
2020,d171,14161
2019,d171,14142
2018,d171,13447
2017,d171,12727
2016,d171,12394
2015,d171,12127
2022,d172,15925
2021,d172,15111
2020,d172,14161
2019,d172,14142
2018,d172,13447
2017,d172,12727
2016,d172,12394
2015,d172,12127
2022,d173,15925
2021,d173,15111
2020,d173,14161
2019,d173,14142
2018,d173,13447
2017,d173,12727
2016,d173,12394
2015,d173,12127
2022,d174,15925
2021,d174,15111
2020,d174,14161
2019,d174,14142
2018,d174,13447
2017,d174,12727
2016,d174,12394
2015,d174,12127
