Year,Gender,Age,GeoCode,Value
2020,,,,19.9
2019,,,,20.4
2018,,,,20.8
2017,,,,21.6
2016,,,,21.8
2015,,,,22.8
2020,Men,,,19.4
2019,Men,,,19.8
2018,Men,,,20.6
2017,Men,,,21.4
2016,Men,,,21.9
2015,Men,,,23.1
2020,Women,,,20.3
2019,Women,,,20.8
2018,Women,,,21.1
2017,Women,,,21.9
2016,Women,,,21.7
2015,Women,,,22.5
2020,,<18,,26.2
2019,,<18,,26.7
2018,,<18,,27.4
2017,,<18,,28.3
2016,,<18,,28.6
2015,,<18,,29.8
2020,,18 a 64,,21.2
2019,,18 a 64,,21.6
2018,,18 a 64,,22.5
2017,,18 a 64,,23.3
2016,,18 a 64,,23.9
2015,,18 a 64,,25.0
2020,,>=65,,11.4
2019,,>=65,,12.0
2018,,>=65,,10.7
2017,,>=65,,11.5
2016,,>=65,,9.9
2015,,>=65,,10.3
2020,,,d1,15.9
2019,,,d1,16.3
2018,,,d1,16.1
2017,,,d1,16.6
2016,,,d1,17.5
2015,,,d1,18.9
2020,,,d2,13.0
2019,,,d2,12.5
2018,,,d2,12.8
2017,,,d2,13.8
2016,,,d2,14.3
2015,,,d2,15.1
2020,,,d3,14.6
2019,,,d3,14.9
2018,,,d3,15.6
2017,,,d3,16.6
2016,,,d3,16.9
2015,,,d3,17.3
2020,,,d4,16.0
2019,,,d4,16.3
2018,,,d4,16.9
2017,,,d4,17.0
2016,,,d4,17.7
2015,,,d4,17.9
2020,,,d5,20.9
2019,,,d5,21.8
2018,,,d5,22.4
2017,,,d5,23.3
2016,,,d5,23.6
2015,,,d5,24.3
2020,,,d6,10.3
2019,,,d6,10.8
2018,,,d6,11.2
2017,,,d6,11.7
2016,,,d6,12.0
2015,,,d6,12.3
2020,,,d7,26.3
2019,,,d7,26.6
2018,,,d7,27.0
2017,,,d7,27.4
2016,,,d7,26.7
2015,,,d7,27.5
2020,,,d8,16.4
2019,,,d8,17.1
2018,,,d8,17.6
2017,,,d8,18.3
2016,,,d8,18.2
2015,,,d8,19.5
2020,,,d9,22.4
2019,,,d9,23.1
2018,,,d9,23.3
2017,,,d9,24.3
2016,,,d9,24.1
2015,,,d9,25.0
2020,,,d10,22.8
2019,,,d10,23.4
2018,,,d10,24.0
2017,,,d10,25.1
2016,,,d10,25.1
2015,,,d10,26.1
2020,,,d11,25.4
2019,,,d11,25.8
2018,,,d11,26.6
2017,,,d11,27.6
2016,,,d11,27.4
2015,,,d11,29.3
2020,,,d12,19.3
2019,,,d12,19.8
2018,,,d12,20.5
2017,,,d12,21.5
2016,,,d12,21.6
2015,,,d12,22.8
2020,,,d13,16.6
2019,,,d13,17.1
2018,,,d13,17.6
2017,,,d13,18.0
2016,,,d13,17.9
2015,,,d13,18.4
2020,,,d14,16.9
2019,,,d14,17.1
2018,,,d14,17.8
2017,,,d14,19.2
2016,,,d14,19.5
2015,,,d14,20.1
2020,,,d15,25.4
2019,,,d15,26.0
2018,,,d15,26.3
2017,,,d15,27.2
2016,,,d15,27.5
2015,,,d15,28.8
2020,,,d16,23.0
2019,,,d16,24.1
2018,,,d16,24.7
2017,,,d16,25.1
2016,,,d16,25.1
2015,,,d16,26.6
2020,,,d18,24.4
2019,,,d18,25.4
2018,,,d18,27.1
2017,,,d18,26.9
2016,,,d18,28.1
2015,,,d18,30.0
2020,,,d19,20.9
2019,,,d19,21.2
2018,,,d19,20.3
2017,,,d19,21.5
2016,,,d19,22.5
2015,,,d19,24.0
2020,,,d171,15.2
2019,,,d171,15.8
2018,,,d171,15.8
2017,,,d171,16.9
2016,,,d171,17.1
2015,,,d171,18.2
2020,,,d172,15.2
2019,,,d172,15.8
2018,,,d172,15.8
2017,,,d172,16.9
2016,,,d172,17.1
2015,,,d172,18.2
2020,,,d173,15.2
2019,,,d173,15.8
2018,,,d173,15.8
2017,,,d173,16.9
2016,,,d173,17.1
2015,,,d173,18.2
2020,,,d174,15.2
2019,,,d174,15.8
2018,,,d174,15.8
2017,,,d174,16.9
2016,,,d174,17.1
2015,,,d174,18.2
