Year,Gender,Age,GeoCode,Value
2023,,,,42.4
2018,,,,38
2023,Men,,,42.24
2018,Men,,,37.4
2023,Women,,,42.54
2018,Women,,,38.6
2023,,<40,,41.79
2018,,<40,,40
2023,,40 a 64,,41.61
2018,,40 a 64,,38.4
2023,,>=65,,44.54
2018,,>=65,,34.7
2023,,,d1,18.26
2018,,,d1,53.1
2023,,,d2,38.71
2018,,,d2,27
2023,,,d3,36.15
2018,,,d3,21.4
2023,,,d4,31.67
2018,,,d4,55.9
2023,,,d5,53.12
2018,,,d5,52.8
2023,,,d6,53.85
2018,,,d6,16.6
2023,,,d7,48.84
2018,,,d7,24.6
2023,,,d8,40.44
2018,,,d8,24.5
2023,,,d9,36.36
2018,,,d9,27.4
2023,,,d10,54.79
2018,,,d10,35
2023,,,d11,46.27
2018,,,d11,32.7
2023,,,d12,45
2018,,,d12,27.4
2023,,,d13,42.5
2018,,,d13,44.5
2023,,,d14,54.39
2018,,,d14,33.4
2023,,,d15,33.59
2018,,,d15,98.4
2023,,,d16,42.52
2018,,,d16,41.3
2023,,,d18,40.38
2018,,,d18,38.5
2023,,,d19,28.83
2018,,,d19,38.6
2023,,,d171,35.11
2018,,,d171,34.7
2023,,,d172,35.11
2018,,,d172,34.7
2023,,,d173,35.11
2018,,,d173,34.7
2023,,,d174,35.11
2018,,,d174,34.7
