Year,Gender,Age,GeoCode,Value
2023,,,,6.76
2018,,,,6.56
2023,Men,,,7.01
2018,Men,,,6.61
2023,Women,,,6.54
2018,Women,,,6.51
2023,,18 a 39,,6.78
2018,,18 a 39,,6.69
2023,,40 a 64,,6.66
2018,,40 a 64,,6.49
2023,,>=65,,6.89
2018,,>=65,,6.5
2023,,,d1,7.16
2018,,,d1,7.41
2023,,,d2,7.41
2018,,,d2,7.4
2023,,,d3,7.54
2018,,,d3,6.79
2023,,,d4,6.99
2018,,,d4,6.48
2023,,,d5,5.35
2018,,,d5,6.75
2023,,,d6,7.45
2018,,,d6,8.31
2023,,,d7,6.68
2018,,,d7,5.64
2023,,,d8,7.35
2018,,,d8,6.63
2023,,,d9,6.73
2018,,,d9,7.14
2023,,,d10,7.01
2018,,,d10,6.89
2023,,,d11,5.66
2018,,,d11,5.75
2023,,,d12,6.71
2018,,,d12,6.8
2023,,,d13,6.81
2018,,,d13,7.24
2023,,,d14,7.26
2018,,,d14,6.18
2023,,,d15,6.48
2018,,,d15,4.94
2023,,,d16,5.86
2018,,,d16,5.9
2023,,,d18,6.56
2018,,,d18,4.78
2023,,,d19,7.37
2018,,,d19,6.5
2023,,,d171,7.51
2018,,,d171,7.93
2023,,,d172,7.51
2018,,,d172,7.93
2023,,,d173,7.51
2018,,,d173,7.93
2023,,,d174,7.51
2018,,,d174,7.93
