Year,Value
2022,89.95
2021,90.95
2020,87.3
2019,83.1
2018,81.9
2017,79.6
2016,75.95
2015,73.4
2014,63
2013,63
2012,60.9
2011,67.4
2010,56.5
2009,52.7
