Year,Value
2022,16.0
2021,18.0
2020,16.7
2019,15.0
2018,14.7
2017,14.1
2016,13.6
2015,13.4
2014,13.4
2013,13.8
2012,15.3
2011,17.1
2010,17.5
2009,16.5
