Year,Value,GeoCode
2022,32.37,
2021,31.99,
2020,31.8,
2019,31.72,
2018,31.66,
2016,31.8,
2015,31.37,
2014,31.31,
2013,31.21,
2012,31.02,
2011,30.65,
2010,30.26,
2009,29.88,
2022,28.73,d1
2021,28.45,d1
2020,28.32,d1
2019,27.84,d1
2018,27.48,d1
2016,30.3,d1
2015,26.89,d1
2014,26.62,d1
2013,26.29,d1
2012,25.81,d1
2011,24.71,d1
2010,23.56,d1
2009,22.77,d1
2022,15.42,d2
2021,15.39,d2
2020,15.19,d2
2019,15.28,d2
2018,15.28,d2
2016,13.23,d2
2015,12.69,d2
2014,12.58,d2
2013,12.56,d2
2012,12.24,d2
2011,11.82,d2
2010,11.57,d2
2009,11.31,d2
2022,19.23,d3
2021,18.97,d3
2020,18.98,d3
2019,18.92,d3
2018,18.82,d3
2016,19.43,d3
2015,19.01,d3
2014,18.96,d3
2013,18.87,d3
2012,18.73,d3
2011,18.4,d3
2010,17.7,d3
2009,17.56,d3
2022,51.02,d4
2021,50.24,d4
2020,50.17,d4
2019,50.17,d4
2018,50.17,d4
2016,50.41,d4
2015,50.32,d4
2014,50.28,d4
2013,50.28,d4
2012,50.27,d4
2011,50.37,d4
2010,49.93,d4
2009,49.62,d4
2022,24.67,d5
2021,24.42,d5
2020,24.22,d5
2019,24.18,d5
2018,24.03,d5
2016,24.17,d5
2015,24.09,d5
2014,24.03,d5
2013,24.01,d5
2012,24.0,d5
2011,23.66,d5
2010,23.63,d5
2009,23.54,d5
2022,29.85,d6
2021,29.69,d6
2020,29.67,d6
2019,29.58,d6
2018,29.58,d6
2016,29.54,d6
2015,29.52,d6
2014,29.51,d6
2013,29.51,d6
2012,29.15,d6
2011,29.07,d6
2010,28.9,d6
2009,28.77,d6
2022,21.51,d7
2021,21.29,d7
2020,21.24,d7
2019,21.08,d7
2018,21.08,d7
2016,21.04,d7
2015,21.03,d7
2014,21.04,d7
2013,21.03,d7
2012,21.02,d7
2011,20.87,d7
2010,20.64,d7
2009,20.56,d7
2022,40.54,d8
2021,40.04,d8
2020,39.45,d8
2019,39.33,d8
2018,39.3,d8
2016,39.58,d8
2015,39.22,d8
2014,39.14,d8
2013,39.14,d8
2012,38.67,d8
2011,38.25,d8
2010,37.98,d8
2009,37.81,d8
2022,34.31,d9
2021,34.27,d9
2020,34.26,d9
2019,34.25,d9
2018,34.25,d9
2016,34.63,d9
2015,34.35,d9
2014,34.3,d9
2013,34.29,d9
2012,34.23,d9
2011,34.16,d9
2010,34.12,d9
2009,33.68,d9
2022,36.88,d10
2021,35.64,d10
2020,35.26,d10
2019,35.12,d10
2018,34.92,d10
2016,34.97,d10
2015,34.87,d10
2014,34.87,d10
2013,34.64,d10
2012,34.19,d10
2011,33.56,d10
2010,33.05,d10
2009,32.51,d10
2022,27.43,d11
2021,26.92,d11
2020,26.83,d11
2019,26.73,d11
2018,26.65,d11
2016,26.98,d11
2015,26.37,d11
2014,26.37,d11
2013,26.36,d11
2012,26.23,d11
2011,25.92,d11
2010,25.5,d11
2009,25.15,d11
2022,40.27,d12
2021,40.22,d12
2020,39.87,d12
2019,39.78,d12
2018,39.78,d12
2016,39.82,d12
2015,39.76,d12
2014,39.65,d12
