Year,Value,GeoCode
2020,13.74,
2019,13.91,
2018,13.81,
2017,13.82,
2016,14.12,
2015,14.0,
2014,13.96,
2013,13.9,
2012,13.87,
2011,13.88,
2010,13.68,
2009,13.47,
2020,21.15,d1
2019,22.53,d1
2018,22.01,d1
2017,22.38,d1
2016,22.41,d1
2015,22.67,d1
2014,26.31,d1
2013,26.16,d1
2012,25.79,d1
2011,26.3,d1
2010,26.6,d1
2009,27.0,d1
2020,14.71,d2
2019,14.78,d2
2018,14.26,d2
2017,14.31,d2
2016,14.38,d2
2015,14.22,d2
2014,12.73,d2
2013,12.84,d2
2012,12.73,d2
2011,12.76,d2
2010,12.52,d2
2009,12.25,d2
2020,10.23,d3
2019,10.28,d3
2018,10.46,d3
2017,10.31,d3
2016,10.56,d3
2015,10.58,d3
2014,10.56,d3
2013,10.41,d3
2012,10.53,d3
2011,10.52,d3
2010,10.39,d3
2009,10.61,d3
2020,17.55,d4
2019,17.22,d4
2018,17.29,d4
2017,17.47,d4
2016,16.77,d4
2015,16.99,d4
2014,17.08,d4
2013,17.12,d4
2012,19.06,d4
2011,19.21,d4
2010,18.96,d4
2009,19.38,d4
2020,9.48,d5
2019,10.83,d5
2018,10.76,d5
2017,10.88,d5
2016,11.11,d5
2015,11.13,d5
2014,11.09,d5
2013,10.92,d5
2012,10.59,d5
2011,10.55,d5
2010,10.54,d5
2009,10.45,d5
2020,18.6,d6
2019,18.67,d6
2018,18.89,d6
2017,19.1,d6
2016,20.59,d6
2015,20.58,d6
2014,20.38,d6
2013,20.09,d6
2012,20.1,d6
2011,20.07,d6
2010,19.58,d6
2009,19.66,d6
2020,11.78,d7
2019,12.36,d7
2018,12.13,d7
2017,12.01,d7
2016,12.44,d7
2015,12.47,d7
2014,12.45,d7
2013,12.34,d7
2012,12.19,d7
2011,13.08,d7
2010,11.86,d7
2009,11.69,d7
2020,9.13,d8
2019,9.0,d8
2018,8.97,d8
2017,9.02,d8
2016,8.68,d8
2015,8.72,d8
2014,8.72,d8
2013,8.68,d8
2012,8.65,d8
2011,8.97,d8
2010,8.53,d8
2009,8.82,d8
2020,10.39,d9
2019,10.45,d9
2018,10.25,d9
2017,10.34,d9
2016,10.33,d9
2015,10.4,d9
2014,10.38,d9
2013,10.31,d9
2012,10.21,d9
2011,9.99,d9
2010,9.63,d9
2009,9.57,d9
2020,20.53,d10
2019,20.83,d10
2018,20.51,d10
2017,20.6,d10
2016,19.68,d10
2015,19.57,d10
2014,19.47,d10
2013,19.42,d10
2012,19.28,d10
2011,19.1,d10
2010,18.79,d10
2009,18.33,d10
2020,18.48,d11
2019,18.09,d11
2018,17.04,d11
2017,17.12,d11
2016,17.71,d11
2015,17.67,d11
2014,17.45,d11
2013,17.08,d11
2012,16.9,d11
2011,16.81,d11
2010,17.12,d11
2009,16.51,d11
2020,9.41,d12
2019,9.63,d12
2018,9.4,d12
2017,9.49,d12
2016,9.67,d12
2015,9.76,d12
2014,9.81,d12
2013,9.73,d12
2012,9.71,d12
2011,9.69,d12
2010,8.25,d12
2009,8.25,d12
2020,12.28,d13
2019,12.26,d13
2018,12.11,d13
2017,12.15,d13
2016,12.64,d13
2015,12.63,d13
2014,12.59,d13
2013,12.42,d13
2012,12.23,d13
2011,12.15,d13
2010,12.86,d13
2009,11.41,d13
2020,7.67,d14
2019,7.31,d14
2018,7.22,d14
2017,7.23,d14
2016,7.56,d14
2015,7.62,d14
2014,7.61,d14
2013,7.57,d14
2012,7.48,d14
2011,7.38,d14
2010,7.94,d14
2009,6.86,d14
2020,10.51,d15
2019,10.45,d15
2018,10.47,d15
2017,10.61,d15
2016,10.62,d15
2015,10.73,d15
2014,10.77,d15
2013,10.64,d15
2012,10.58,d15
2011,10.55,d15
2010,10.4,d15
2009,10.3,d15
2020,9.07,d16
2019,9.21,d16
2018,9.28,d16
2017,9.42,d16
2016,9.46,d16
2015,9.57,d16
2014,9.63,d16
2013,9.58,d16
2012,9.81,d16
2011,9.87,d16
2010,9.86,d16
2009,10.29,d16
2020,16.46,d18
2019,18.07,d18
2018,18.44,d18
2017,18.56,d18
2016,19.3,d18
2015,19.33,d18
2014,19.25,d18
2013,19.03,d18
2012,19.01,d18
2011,18.97,d18
2010,18.82,d18
2009,16.78,d18
2020,23.76,d19
2019,24.7,d19
2018,24.96,d19
2017,25.2,d19
2016,30.16,d19
2015,25.38,d19
2014,21.79,d19
2013,21.39,d19
2012,21.4,d19
2011,21.54,d19
2010,21.48,d19
2009,21.74,d19
2020,51.66,d171
2019,54.83,d171
2018,54.98,d171
2017,55.09,d171
2016,59.73,d171
2015,60.2,d171
2014,60.39,d171
2013,60.19,d171
2012,58.6,d171
2011,57.64,d171
2010,57.58,d171
2009,59.28,d171
2020,51.66,d172
2019,54.83,d172
2018,54.98,d172
2017,55.09,d172
2016,59.73,d172
2015,60.2,d172
2014,60.39,d172
2013,60.19,d172
2012,58.6,d172
2011,57.64,d172
2010,57.58,d172
2009,59.28,d172
2020,51.66,d173
2019,54.83,d173
2018,54.98,d173
2017,55.09,d173
2016,59.73,d173
2015,60.2,d173
2014,60.39,d173
2013,60.19,d173
2012,58.6,d173
2011,57.64,d173
2010,57.58,d173
2009,59.28,d173
2020,51.66,d174
2019,54.83,d174
2018,54.98,d174
2017,55.09,d174
2016,59.73,d174
2015,60.2,d174
2014,60.39,d174
2013,60.19,d174
2012,58.6,d174
2011,57.64,d174
2010,57.58,d174
2009,59.28,d174
