Year,Value,GeoCode
2020,14.5,
2019,14.9,
2018,15.9,
2017,16.4,
2016,16.8,
2015,17.8,
2020,12.2,d1
2019,12.8,d1
2018,12.5,d1
2017,12.7,d1
2016,14.0,d1
2015,15.0,d1
2020,9.7,d2
2019,9.4,d2
2018,9.8,d2
2017,10.5,d2
2016,11.2,d2
2015,11.9,d2
2020,10.8,d3
2019,11.2,d3
2018,12.1,d3
2017,12.9,d3
2016,13.3,d3
2015,13.8,d3
2020,12.0,d4
2019,12.4,d4
2018,12.9,d4
2017,13.1,d4
2016,14.0,d4
2015,14.1,d4
2020,15.0,d5
2019,15.8,d5
2018,17.1,d5
2017,17.8,d5
2016,18.4,d5
2015,19.1,d5
2020,7.9,d6
2019,8.4,d6
2018,8.9,d6
2017,9.1,d6
2016,9.3,d6
2015,9.9,d6
2020,19.4,d7
2019,19.2,d7
2018,20.6,d7
2017,20.6,d7
2016,20.8,d7
2015,21.4,d7
2020,11.7,d8
2019,12.1,d8
2018,13.0,d8
2017,13.4,d8
2016,13.7,d8
2015,14.6,d8
2020,16.1,d9
2019,16.6,d9
2018,17.8,d9
2017,18.3,d9
2016,18.2,d9
2015,19.3,d9
2020,16.6,d10
2019,17.1,d10
2018,18.5,d10
2017,19.1,d10
2016,19.7,d10
2015,20.3,d10
2020,18.7,d11
2019,19.2,d11
2018,20.7,d11
2017,21.4,d11
2016,21.8,d11
2015,23.3,d11
2020,14.3,d12
2019,14.8,d12
2018,15.6,d12
2017,16.5,d12
2016,16.6,d12
2015,17.8,d12
2020,12.3,d13
2019,12.8,d13
2018,13.5,d13
2017,13.6,d13
2016,13.7,d13
2015,14.3,d13
2020,12.5,d14
2019,12.3,d14
2018,13.4,d14
2017,14.7,d14
2016,14.9,d14
2015,15.8,d14
2020,18.3,d15
2019,18.9,d15
2018,19.9,d15
2017,20.5,d15
2016,21.3,d15
2015,22.5,d15
2020,16.4,d16
2019,17.0,d16
2018,18.4,d16
2017,18.6,d16
2016,18.9,d16
2015,20.2,d16
2020,17.2,d18
2019,18.9,d18
2018,20.6,d18
2017,20.2,d18
2016,21.2,d18
2015,23.6,d18
2020,15.0,d19
2019,15.1,d19
2018,15.1,d19
2017,16.0,d19
2016,16.7,d19
2015,18.2,d19
2020,10.2,d171
2019,10.9,d171
2018,11.7,d171
2017,11.8,d171
2016,12.8,d171
2015,14.0,d171
2020,10.2,d172
2019,10.9,d172
2018,11.7,d172
2017,11.8,d172
2016,12.8,d172
2015,14.0,d172
2020,10.2,d173
2019,10.9,d173
2018,11.7,d173
2017,11.8,d173
2016,12.8,d173
2015,14.0,d173
2020,10.2,d174
2019,10.9,d174
2018,11.7,d174
2017,11.8,d174
2016,12.8,d174
2015,14.0,d174
