Year,Value,GeoCode
2019,9.14,
2016,9.89,
2019,0.0,d1
2016,0.0,d1
2019,0.0,d2
2016,0.0,d2
2019,0.0,d3
2016,0.0,d3
2019,6.98,d4
2016,4.06,d4
2019,4.66,d5
2016,2.9,d5
2019,0.0,d6
2016,0.0,d6
2019,25.25,d7
2016,27.03,d7
2019,0.0,d8
2016,0.0,d8
2019,3.22,d9
2016,4.92,d9
2019,8.42,d10
2016,8.65,d10
2019,26.31,d11
2016,37.87,d11
2019,5.34,d12
2016,6.99,d12
2019,8.28,d13
2016,0.0,d13
2019,3.63,d14
2016,0.0,d14
2019,29.88,d15
2016,34.64,d15
2019,15.59,d16
2016,12.82,d16
2019,9.11,d18
2016,20.58,d18
2019,4.12,d19
2016,0.0,d19
2019,0.0,d171
2016,0.0,d171
2019,0.0,d172
2016,0.0,d172
2019,0.0,d173
2016,0.0,d173
2019,0.0,d174
2016,0.0,d174
