Year,Value,GeoCode
2022,55.21,
2021,61.37,
2020,40.89,
2019,42.35,
2018,44.18,
2017,45.16,
2016,46.89,
2015,48.22,
2014,47.86,
2013,45.6,
2012,40.22,
2011,37.93,
2010,33.64,
2009,22.86,
2022,49.57,d1
2021,57.02,d1
2020,35.5,d1
2019,38.14,d1
2018,40.6,d1
2022,52.88,d2
2021,60.06,d2
2020,37.71,d2
2019,42.03,d2
2018,44.25,d2
2022,54.04,d3
2021,60.59,d3
2020,39.48,d3
2019,39.8,d3
2018,41.67,d3
2022,52.19,d4
2021,58.67,d4
2020,38.28,d4
2019,40.03,d4
2018,41.89,d4
2022,52.9,d5
2021,61.22,d5
2020,39.76,d5
2019,41.42,d5
2018,42.77,d5
2022,51.78,d6
2021,58.1,d6
2020,38.22,d6
2019,38.22,d6
2018,40.13,d6
2022,53.92,d7
2021,61.19,d7
2020,40.4,d7
2019,42.09,d7
2018,44.45,d7
2022,55.21,d8
2021,61.66,d8
2020,42.0,d8
2019,43.48,d8
2018,46.0,d8
2022,53.67,d9
2021,62.21,d9
2020,41.13,d9
2019,42.83,d9
2018,44.68,d9
2022,56.84,d10
2021,63.52,d10
2020,43.48,d10
2019,44.56,d10
2018,45.92,d10
2022,56.95,d11
2021,64.99,d11
2020,43.86,d11
2019,42.61,d11
2018,45.33,d11
2022,55.17,d12
2021,61.8,d12
2020,41.05,d12
2019,43.93,d12
2018,44.78,d12
2022,55.05,d13
2021,60.17,d13
2020,40.57,d13
2019,42.2,d13
2018,45.04,d13
2022,51.17,d14
2021,57.41,d14
2020,36.4,d14
2019,39.36,d14
2018,41.47,d14
2022,53.63,d15
2021,61.26,d15
2020,40.93,d15
2019,41.58,d15
2018,43.67,d15
2022,54.59,d16
2021,60.46,d16
2020,41.96,d16
2019,43.16,d16
2018,43.86,d16
2022,57.89,d18
2021,62.04,d18
2020,42.38,d18
2019,43.56,d18
2018,46.67,d18
2022,57.48,d19
2021,61.55,d19
2020,42.12,d19
2019,44.43,d19
2018,46.11,d19
2022,52.69,d171
2021,60.45,d171
2020,43.4,d171
2019,42.4,d171
2018,43.71,d171
2022,52.69,d172
2021,60.45,d172
2020,43.4,d172
2019,42.4,d172
2018,43.71,d172
2022,52.69,d173
2021,60.45,d173
2020,43.4,d173
2019,42.4,d173
2018,43.71,d173
2022,52.69,d174
2021,60.45,d174
2020,43.4,d174
2019,42.4,d174
2018,43.71,d174
