Year,Gender,Age,GeoCode,Value
2019,,,,5.45
2018,,,,5.61
2017,,,,5.62
2019,Men,,,5.44
2018,Men,,,5.6
2017,Men,,,5.58
2019,Women,,,5.44
2018,Women,,,5.61
2017,Women,,,5.6
2019,,18 a 39,,5.86
2018,,18 a 39,,5.91
2017,,18 a 39,,5.82
2019,,40 a 64,,5.3
2018,,40 a 64,,5.52
2017,,40 a 64,,5.51
2019,,>=65,,5.16
2018,,>=65,,5.36
2017,,>=65,,5.48
2019,,,d1,5.51
2018,,,d1,6.13
2017,,,d1,5.45
2019,,,d2,4.9
2018,,,d2,5.23
2017,,,d2,5.23
2019,,,d3,4.41
2018,,,d3,4.99
2017,,,d3,5.71
2019,,,d4,5.58
2018,,,d4,5.52
2017,,,d4,6.47
2019,,,d5,4.89
2018,,,d5,5.86
2017,,,d5,5.58
2019,,,d6,3.87
2018,,,d6,5.59
2017,,,d6,4.82
2019,,,d7,5.46
2018,,,d7,5.71
2017,,,d7,5.44
2019,,,d8,6.11
2018,,,d8,5.68
2017,,,d8,5.88
2019,,,d9,6.0
2018,,,d9,5.82
2017,,,d9,6.16
2019,,,d10,6.14
2018,,,d10,5.9
2017,,,d10,6.29
2019,,,d11,5.8
2018,,,d11,5.85
2017,,,d11,5.49
2019,,,d12,5.52
2018,,,d12,5.48
2017,,,d12,4.45
2019,,,d13,5.84
2018,,,d13,5.83
2017,,,d13,4.89
2019,,,d14,5.83
2018,,,d14,5.65
2017,,,d14,5.94
2019,,,d15,4.3
2018,,,d15,5.28
2017,,,d15,5.74
2019,,,d16,5.73
2018,,,d16,5.65
2017,,,d16,5.86
2019,,,d18,5.24
2018,,,d18,4.77
2017,,,d18,5.41
2019,,,d19,5.03
2018,,,d19,5.03
2017,,,d19,5.34
2019,,,d171,5.47
2018,,,d171,5.23
2017,,,d171,5.46
2019,,,d172,5.47
2018,,,d172,5.23
2017,,,d172,5.46
2019,,,d173,5.47
2018,,,d173,5.23
2017,,,d173,5.46
2019,,,d174,5.47
2018,,,d174,5.23
2017,,,d174,5.46
