Year,Value
2022,23.46
2021,23.6
2020,23.62
2019,23.85
2018,23.89
2017,24.0
2016,24.12
2015,26.23
2014,26.45
2013,26.58
2012,28.07
2011,28.07
2010,27.88
2009,27.8
