Year,GeoCode,Value
2019,,11.57
2016,,9.93
2019,d1,0.0
2016,d1,0.0
2019,d2,0.0
2016,d2,9.78
2019,d3,0.0
2016,d3,0.0
2019,d4,24.0
2016,d4,16.56
2019,d5,0.0
2016,d5,0.0
2019,d6,2.98
2016,d6,0.0
2019,d7,5.4
2016,d7,0.0
2019,d8,0.0
2016,d8,0.0
2019,d9,15.7
2016,d9,5.44
2019,d10,18.08
2016,d10,12.18
2019,d11,5.86
2016,d11,8.18
2019,d12,2.33
2016,d12,10.37
2019,d13,0.0
2016,d13,0.0
2019,d14,0.0
2016,d14,4.68
2019,d15,4.36
2016,d15,2.48
2019,d16,19.15
2016,d16,36.66
2019,d18,100.0
2016,d18,60.6
2019,d19,100.0
2016,d19,53.4
2019,d171,100.0
2016,d171,100.0
2019,d172,100.0
2016,d172,100.0
2019,d173,100.0
2016,d173,100.0
2019,d174,100.0
2016,d174,100.0
