Year,GeoCode,Value
2009,,47.0
2010,,48.0
2011,,49.3
2012,,50.1
2013,,51.2
2014,,52.5
2015,,53.2
2016,,53.5
2017,,54.1
2018,,54.1
2019,,54.5
2020,,54.4
2021,,54.2
2009,1.0,49.6
2010,1.0,49.6
2011,1.0,49.9
2012,1.0,49.1
2013,1.0,49.8
2014,1.0,50.9
2015,1.0,51.1
2016,1.0,51.2
2017,1.0,51.1
2018,1.0,51.0
2019,1.0,51.4
2020,1.0,50.5
2021,1.0,49.0
2009,2.0,56.2
2010,2.0,56.9
2011,2.0,58.0
2012,2.0,58.2
2013,2.0,59.2
2014,2.0,60.2
2015,2.0,60.5
2016,2.0,59.8
2017,2.0,60.1
2018,2.0,59.8
2019,2.0,59.9
2020,2.0,60.0
2021,2.0,59.3
2009,3.0,55.9
2010,3.0,56.1
2011,3.0,57.0
2012,3.0,57.1
2013,3.0,58.1
2014,3.0,58.5
2015,3.0,58.6
2016,3.0,58.5
2017,3.0,58.7
2018,3.0,58.6
2019,3.0,58.7
2020,3.0,58.1
2021,3.0,58.0
2009,4.0,42.0
2010,4.0,43.7
2011,4.0,45.8
2012,4.0,47.5
2013,4.0,49.6
2014,4.0,52.0
2015,4.0,53.9
2016,4.0,55.0
2017,4.0,56.4
2018,4.0,57.7
2019,4.0,59.1
2020,4.0,59.9
2021,4.0,60.1
2009,5.0,50.9
2010,5.0,52.0
2011,5.0,53.3
2012,5.0,54.5
2013,5.0,55.4
2014,5.0,56.6
2015,5.0,57.2
2016,5.0,57.1
2017,5.0,57.5
2018,5.0,56.8
2019,5.0,57.0
2020,5.0,56.8
2021,5.0,56.9
2009,6.0,51.4
2010,6.0,53.8
2011,6.0,55.7
2012,6.0,58.0
2013,6.0,59.4
2014,6.0,60.7
2015,6.0,60.8
2016,6.0,61.6
2017,6.0,62.7
2018,6.0,63.0
2019,6.0,64.1
2020,6.0,64.4
2021,6.0,64.6
2009,7.0,53.1
2010,7.0,53.7
2011,7.0,55.1
2012,7.0,55.7
2013,7.0,56.3
2014,7.0,56.9
2015,7.0,57.3
2016,7.0,57.0
2017,7.0,56.7
2018,7.0,55.8
2019,7.0,55.4
2020,7.0,54.5
2021,7.0,53.5
2009,8.0,43.3
2010,8.0,44.4
2011,8.0,46.0
2012,8.0,46.7
2013,8.0,47.5
2014,8.0,48.8
2015,8.0,49.9
2016,8.0,50.5
2017,8.0,51.3
2018,8.0,51.6
2019,8.0,52.4
2020,8.0,52.8
2021,8.0,52.9
2009,9.0,43.2
2010,9.0,44.0
2011,9.0,45.2
2012,9.0,45.7
2013,9.0,46.8
2014,9.0,48.3
2015,9.0,49.4
2016,9.0,50.3
2017,9.0,50.9
2018,9.0,51.0
2019,9.0,51.4
2020,9.0,51.4
2021,9.0,51.5
2009,10.0,46.7
