Year,Value
2023,3.65
2022,3.28
2021,3.44
2020,3.72
2019,4.15
2018,3.84
2017,3.72
2016,3.42
2015,3.51
2014,2.67
2013,2.53
2012,2.43
2011,3.11
2010,4.36
2009,4.0
