Year,Value
2023,282482.18
2022,274555.09
2021,164721.0
2020,98216.0
2019,276560.0
2018,259724.0
2017,252560.0
2016,244775.0
2015,236826.0
2014,219586.0
2013,208264.0
2012,208783.0
2011,216705.0
2010,198400.0
2009,190297.0
