Year,GeoCode,Value
2009,,13.47
2010,,13.68
2011,,13.88
2012,,13.87
2013,,13.9
2014,,13.96
2015,,14.0
2016,,14.12
2017,,13.82
2018,,13.81
2019,,13.91
2020,,13.74
2009,1.0,27.0
2010,1.0,26.6
2011,1.0,26.3
2012,1.0,25.79
2013,1.0,26.16
2014,1.0,26.31
2015,1.0,22.67
2016,1.0,22.41
2017,1.0,22.38
2018,1.0,22.01
2019,1.0,22.53
2020,1.0,21.15
2009,2.0,12.25
2010,2.0,12.52
2011,2.0,12.76
2012,2.0,12.73
2013,2.0,12.84
2014,2.0,12.73
2015,2.0,14.22
2016,2.0,14.38
2017,2.0,14.31
2018,2.0,14.26
2019,2.0,14.78
2020,2.0,14.71
2009,3.0,10.61
2010,3.0,10.39
2011,3.0,10.52
2012,3.0,10.53
2013,3.0,10.41
2014,3.0,10.56
2015,3.0,10.58
2016,3.0,10.56
2017,3.0,10.31
2018,3.0,10.46
2019,3.0,10.28
2020,3.0,10.23
2009,4.0,19.38
2010,4.0,18.96
2011,4.0,19.21
2012,4.0,19.06
2013,4.0,17.12
2014,4.0,17.08
2015,4.0,16.99
2016,4.0,16.77
2017,4.0,17.47
2018,4.0,17.29
2019,4.0,17.22
2020,4.0,17.55
2009,5.0,10.45
2010,5.0,10.54
2011,5.0,10.55
2012,5.0,10.59
2013,5.0,10.92
2014,5.0,11.09
2015,5.0,11.13
2016,5.0,11.11
2017,5.0,10.88
2018,5.0,10.76
2019,5.0,10.83
2020,5.0,9.48
2009,6.0,19.66
2010,6.0,19.58
2011,6.0,20.07
2012,6.0,20.1
2013,6.0,20.09
2014,6.0,20.38
2015,6.0,20.58
2016,6.0,20.59
2017,6.0,19.1
2018,6.0,18.89
2019,6.0,18.67
2020,6.0,18.6
2009,7.0,11.69
2010,7.0,11.86
2011,7.0,13.08
2012,7.0,12.19
2013,7.0,12.34
2014,7.0,12.45
2015,7.0,12.47
2016,7.0,12.44
2017,7.0,12.01
2018,7.0,12.13
2019,7.0,12.36
2020,7.0,11.78
2009,8.0,8.82
2010,8.0,8.53
2011,8.0,8.97
2012,8.0,8.65
2013,8.0,8.68
2014,8.0,8.72
2015,8.0,8.72
2016,8.0,8.68
2017,8.0,9.02
2018,8.0,8.97
2019,8.0,9.0
2020,8.0,9.13
2009,9.0,9.57
2010,9.0,9.63
2011,9.0,9.99
2012,9.0,10.21
2013,9.0,10.31
2014,9.0,10.38
2015,9.0,10.4
2016,9.0,10.33
2017,9.0,10.34
2018,9.0,10.25
2019,9.0,10.45
2020,9.0,10.39
2009,10.0,18.33
2010,10.0,18.79
2011,10.0,19.1
2012,10.0,19.28
2013,10.0,19.42
2014,10.0,19.47
2015,10.0,19.57
2016,10.0,19.68
2017,10.0,20.6
2018,10.0,20.51
2019,10.0,20.83
2020,10.0,20.53
2009,11.0,16.51
2010,11.0,17.12
2011,11.0,16.81
2012,11.0,16.9
2013,11.0,17.08
2014,11.0,17.45
2015,11.0,17.67
2016,11.0,17.71
2017,11.0,17.12
2018,11.0,17.04
2019,11.0,18.09
2020,11.0,18.48
2009,12.0,8.25
2010,12.0,8.25
2011,12.0,9.69
2012,12.0,9.71
2013,12.0,9.73
2014,12.0,9.81
2015,12.0,9.76
2016,12.0,9.67
2017,12.0,9.49
2018,12.0,9.4
2019,12.0,9.63
2020,12.0,9.41
2009,13.0,11.41
2010,13.0,12.86
2011,13.0,12.15
2012,13.0,12.23
2013,13.0,12.42
2014,13.0,12.59
2015,13.0,12.63
2016,13.0,12.64
2017,13.0,12.15
2018,13.0,12.11
2019,13.0,12.26
2020,13.0,12.28
2009,14.0,6.86
2010,14.0,7.94
2011,14.0,7.38
2012,14.0,7.48
2013,14.0,7.57
2014,14.0,7.61
2015,14.0,7.62
2016,14.0,7.56
2017,14.0,7.23
2018,14.0,7.22
2019,14.0,7.31
2020,14.0,7.67
2009,15.0,10.3
2010,15.0,10.4
2011,15.0,10.55
2012,15.0,10.58
2013,15.0,10.64
2014,15.0,10.77
2015,15.0,10.73
2016,15.0,10.62
2017,15.0,10.61
2018,15.0,10.47
2019,15.0,10.45
2020,15.0,10.51
2009,16.0,10.29
2010,16.0,9.86
2011,16.0,9.87
2012,16.0,9.81
2013,16.0,9.58
2014,16.0,9.63
2015,16.0,9.57
2016,16.0,9.46
2017,16.0,9.42
2018,16.0,9.28
2019,16.0,9.21
2020,16.0,9.07
2009,17.0,59.28
2010,17.0,57.58
2011,17.0,57.64
2012,17.0,58.6
2013,17.0,60.19
2014,17.0,60.39
2015,17.0,60.2
2016,17.0,59.73
2017,17.0,55.09
2018,17.0,54.98
2019,17.0,54.83
2020,17.0,51.66
2009,18.0,16.78
2010,18.0,18.82
2011,18.0,18.97
2012,18.0,19.01
2013,18.0,19.03
2014,18.0,19.25
2015,18.0,19.33
2016,18.0,19.3
2017,18.0,18.56
2018,18.0,18.44
2019,18.0,18.07
2020,18.0,16.46
2009,19.0,21.74
2010,19.0,21.48
2011,19.0,21.54
2012,19.0,21.4
2013,19.0,21.39
2014,19.0,21.79
2015,19.0,25.38
2016,19.0,30.16
2017,19.0,25.2
2018,19.0,24.96
2019,19.0,24.7
2020,19.0,23.76
