Year,Value
2022,52.6
2021,55.4
2020,51.67
2019,52.81
2018,51.72
2017,47.9
2016,47.94
2015,49.74
2014,48.78
2013,48.83
2012,48.44
2011,48.11
2010,46.97
2009,40.77
