Year,Value
2023,1.23
2022,1.28
2021,0.37
2020,0.76
2019,0.72
2018,0.71
2017,0.49
2016,0.78
2015,0.86
2014,1.21
2013,0.43
2012,0.38
2011,0.39
2009,0.44
