Year,GeoCode,Value
2020,,5146
2019,,7518
2018,,7842
2017,,8356
2016,,8221
2015,,7629
2014,,7719
2013,,7612
2012,,7491
2011,,6638
2010,,6793
2009,,6585
2020,1.0,246
2019,1.0,393
2018,1.0,384
2017,1.0,486
2016,1.0,506
2015,1.0,431
2014,1.0,438
2013,1.0,408
2012,1.0,576
2011,1.0,493
2010,1.0,602
2009,1.0,527
2020,2.0,430
2019,2.0,616
2018,2.0,569
2017,2.0,617
2016,2.0,628
2015,2.0,603
2014,2.0,618
2013,2.0,612
2012,2.0,547
2011,2.0,472
2010,2.0,508
2009,2.0,494
2020,3.0,332
2019,3.0,650
2018,3.0,689
2017,3.0,766
2016,3.0,711
2015,3.0,687
2014,3.0,760
2013,3.0,749
2012,3.0,602
2011,3.0,499
2010,3.0,596
2009,3.0,527
2020,4.0,355
2019,4.0,550
2018,4.0,588
2017,4.0,557
2016,4.0,695
2015,4.0,619
2014,4.0,594
2013,4.0,569
2012,4.0,619
2011,4.0,595
2010,4.0,612
2009,4.0,519
2020,5.0,211
2019,5.0,375
2018,5.0,395
2017,5.0,444
2016,5.0,478
2015,5.0,481
2014,5.0,359
2013,5.0,379
2012,5.0,454
2011,5.0,449
2010,5.0,575
2009,5.0,459
2020,6.0,269
2019,6.0,403
2018,6.0,481
2017,6.0,426
2016,6.0,907
2015,6.0,855
2014,6.0,636
2013,6.0,621
2012,6.0,852
2011,6.0,775
2010,6.0,768
2009,6.0,652
2020,7.0,343
2019,7.0,504
2018,7.0,600
2017,7.0,565
2016,7.0,371
2015,7.0,324
2014,7.0,453
2013,7.0,414
2012,7.0,281
2011,7.0,273
2010,7.0,507
2009,7.0,301
2020,8.0,383
2019,8.0,428
2018,8.0,465
2017,8.0,500
2016,8.0,570
2015,8.0,517
2014,8.0,496
2013,8.0,460
2012,8.0,505
2011,8.0,416
2010,8.0,175
2009,8.0,376
2020,9.0,137
2019,9.0,269
2018,9.0,275
2017,9.0,310
2016,9.0,398
2015,9.0,344
2014,9.0,201
2013,9.0,229
2012,9.0,374
2011,9.0,331
2010,9.0,183
2009,9.0,359
2020,10.0,459
2019,10.0,650
2018,10.0,689
2017,10.0,759
2016,10.0,685
2015,10.0,658
2014,10.0,635
2013,10.0,652
2012,10.0,682
2011,10.0,505
2010,10.0,490
2009,10.0,459
2020,11.0,274
2019,11.0,551
2018,11.0,552
2017,11.0,581
2016,11.0,459
2015,11.0,419
2014,11.0,297
2013,11.0,296
2012,11.0,311
2011,11.0,233
2010,11.0,501
2009,11.0,336
2020,12.0,326
2019,12.0,451
2018,12.0,445
2017,12.0,468
2016,12.0,400
2015,12.0,391
2014,12.0,486
2013,12.0,477
2012,12.0,360
2011,12.0,295
2010,12.0,291
2009,12.0,354
2020,13.0,323
2019,13.0,244
2018,13.0,248
2017,13.0,252
2016,13.0,182
2015,13.0,174
2014,13.0,242
2013,13.0,247
2012,13.0,273
2011,13.0,247
2010,13.0,106
2009,13.0,237
2020,14.0,211
2019,14.0,273
2018,14.0,321
2017,14.0,309
2016,14.0,103
2015,14.0,93
2014,14.0,259
2013,14.0,295
2012,14.0,75
2011,14.0,71
2010,14.0,84
2009,14.0,55
2020,15.0,160
2019,15.0,367
2018,15.0,394
2017,15.0,406
2016,15.0,454
2015,15.0,407
2014,15.0,368
2013,15.0,354
2012,15.0,425
2011,15.0,404
2010,15.0,265
2009,15.0,317
2020,16.0,360
2019,16.0,335
2018,16.0,286
2017,16.0,343
2016,16.0,196
2015,16.0,212
2014,16.0,293
2013,16.0,291
2012,16.0,225
2011,16.0,181
2010,16.0,97
2009,16.0,172
2020,17.0,24
2019,17.0,106
2018,17.0,95
2017,17.0,103
2016,17.0,57
2015,17.0,50
2014,17.0,52
2013,17.0,40
2012,17.0,41
2011,17.0,42
2010,17.0,47
2009,17.0,49
2020,18.0,40
2019,18.0,70
2018,18.0,78
2017,18.0,75
2016,18.0,73
2015,18.0,66
2014,18.0,91
2013,18.0,108
2012,18.0,68
2011,18.0,59
2010,18.0,74
2009,18.0,82
2020,19.0,147
2019,19.0,160
2018,19.0,177
2017,19.0,257
2016,19.0,202
2015,19.0,189
2014,19.0,326
2013,19.0,279
2012,19.0,217
2011,19.0,193
2010,19.0,196
2009,19.0,182
