Year,Value,GeoCode
2018,52.74,
2017,52.58,
2016,52.1,
2015,51.29,
2014,50.82,
2013,51.45,
2012,51.35,
2011,51.8,
2010,54.33,
2018,60.61,d1
2017,60.78,d1
2016,60.09,d1
2015,56.59,d1
2014,58.55,d1
2013,57.79,d1
2012,56.33,d1
2011,57.65,d1
2010,58.1,d1
2018,61.3,d2
2017,60.23,d2
2016,60.59,d2
2015,58.95,d2
2014,58.42,d2
2013,58.16,d2
2012,60.22,d2
2011,60.97,d2
2010,59.81,d2
2018,50.92,d3
2017,49.88,d3
2016,49.08,d3
2015,48.45,d3
2014,48.11,d3
2013,51.14,d3
2012,49.18,d3
2011,49.6,d3
2010,50.17,d3
2018,48.6,d4
2017,50.51,d4
2016,50.81,d4
2015,52.89,d4
2014,51.85,d4
2013,49.76,d4
2012,46.14,d4
2011,45.87,d4
2010,46.56,d4
2018,53.04,d5
2017,51.64,d5
2016,50.25,d5
2015,50.53,d5
2014,50.64,d5
2013,52.33,d5
2012,51.72,d5
2011,52.51,d5
2010,51.75,d5
2018,58.17,d6
2017,57.9,d6
2016,55.25,d6
2015,52.83,d6
2014,52.2,d6
2013,53.99,d6
2012,51.93,d6
2011,52.69,d6
2010,51.98,d6
2018,47.27,d7
2017,48.53,d7
2016,46.37,d7
2015,47.19,d7
2014,45.98,d7
2013,46.43,d7
2012,44.9,d7
2011,45.97,d7
2010,46.35,d7
2018,47.34,d8
2017,48.15,d8
2016,47.26,d8
2015,48.25,d8
2014,47.69,d8
2013,46.86,d8
2012,45.75,d8
2011,46.19,d8
2010,46.72,d8
2018,47.33,d9
2017,48.22,d9
2016,48.69,d9
2015,48.38,d9
2014,49.0,d9
2013,47.84,d9
2012,48.56,d9
2011,47.21,d9
2010,48.32,d9
2018,51.0,d10
2017,49.63,d10
2016,50.03,d10
2015,48.49,d10
2014,47.14,d10
2013,46.23,d10
2012,46.7,d10
2011,48.07,d10
2010,47.09,d10
2018,48.57,d11
2017,49.89,d11
2016,48.89,d11
2015,48.16,d11
2014,47.99,d11
2013,47.99,d11
2012,47.56,d11
2011,47.09,d11
2010,48.38,d11
2018,51.9,d12
2017,52.56,d12
2016,52.07,d12
2015,51.33,d12
2014,49.74,d12
2013,50.14,d12
2012,49.19,d12
2011,50.0,d12
2010,50.3,d12
2018,47.02,d13
2017,50.24,d13
2016,50.52,d13
2015,49.27,d13
2014,47.19,d13
2013,45.71,d13
2012,47.38,d13
2011,47.73,d13
2010,47.53,d13
2018,51.16,d14
2017,53.21,d14
2016,55.53,d14
2015,54.83,d14
2014,55.73,d14
2013,52.92,d14
2012,48.44,d14
2011,46.41,d14
2010,45.31,d14
2018,50.95,d15
2017,50.29,d15
2016,48.91,d15
2015,47.01,d15
2014,47.25,d15
2013,46.62,d15
2012,46.57,d15
2011,45.69,d15
2010,45.39,d15
2018,48.6,d16
2017,47.52,d16
2016,48.35,d16
2015,47.88,d16
2014,48.39,d16
2013,42.77,d16
2012,43.8,d16
2011,44.15,d16
2010,44.52,d16
2018,52.6,d18
2017,53.27,d18
2016,47.96,d18
2015,47.64,d18
2014,45.93,d18
2013,43.36,d18
2012,41.56,d18
2011,44.08,d18
2010,40.66,d18
2018,45.28,d19
2017,46.61,d19
2016,50.01,d19
2015,49.96,d19
2014,45.83,d19
2013,42.43,d19
2012,42.9,d19
2011,44.04,d19
2010,46.63,d19
2018,59.38,d171
2017,56.61,d171
2016,55.36,d171
2015,55.86,d171
2014,58.07,d171
2013,61.18,d171
2012,40.5,d171
2011,42.78,d171
2010,42.79,d171
2018,59.38,d172
2017,56.61,d172
2016,55.36,d172
2015,55.86,d172
2014,58.07,d172
2013,61.18,d172
2012,40.5,d172
2011,42.78,d172
2010,42.79,d172
2018,59.38,d173
2017,56.61,d173
2016,55.36,d173
2015,55.86,d173
2014,58.07,d173
2013,61.18,d173
2012,40.5,d173
2011,42.78,d173
2010,42.79,d173
2018,59.38,d174
2017,56.61,d174
2016,55.36,d174
2015,55.86,d174
2014,58.07,d174
2013,61.18,d174
2012,40.5,d174
2011,42.78,d174
2010,42.79,d174
