Year,Value,GeoCode
2021,101942,
2020,101858,
2019,106237,
2018,107872,
2017,107374,
2016,107845,
2015,107923,
2014,100866,
2013,106866,
2012,98996,
2011,99009,
2021,6148,d1
2020,6214,d1
2019,6219,d1
2018,6259,d1
2017,6259,d1
2016,6233,d1
2015,6250,d1
2014,5296,d1
2013,6213,d1
2012,5228,d1
2011,5223,d1
2021,4627,d2
2020,4627,d2
2019,4626,d2
2018,4760,d2
2017,4838,d2
2016,4816,d2
2015,4848,d2
2014,4449,d2
2013,4848,d2
2012,4443,d2
2011,4443,d2
2021,5404,d3
2020,5404,d3
2019,5444,d3
2018,5589,d3
2017,5593,d3
2016,5612,d3
2015,5611,d3
2014,4732,d3
2013,5611,d3
2012,4733,d3
2011,4733,d3
2021,6688,d4
2020,6688,d4
2019,7517,d4
2018,5677,d4
2017,6458,d4
2016,7271,d4
2015,7367,d4
2014,6564,d4
2013,7515,d4
2012,6593,d4
2011,7116,d4
2021,4646,d5
2020,4623,d5
2019,5020,d5
2018,5642,d5
2017,4955,d5
2016,5013,d5
2015,4958,d5
2014,4219,d5
2013,4929,d5
2012,3982,d5
2011,4131,d5
2021,4706,d6
2020,4681,d6
2019,5193,d6
2018,5099,d6
2017,5030,d6
2016,5122,d6
2015,5122,d6
2014,5108,d6
2013,4998,d6
2012,5024,d6
2011,4500,d6
2021,3812,d7
2020,3809,d7
2019,4814,d7
2018,5192,d7
2017,5843,d7
2016,5775,d7
2015,5817,d7
2014,5494,d7
2013,5817,d7
2012,5398,d7
2011,5425,d7
2021,5290,d8
2020,5262,d8
2019,5379,d8
2018,5470,d8
2017,5438,d8
2016,5480,d8
2015,5477,d8
2014,5438,d8
2013,5475,d8
2012,5354,d8
2011,5354,d8
2021,3980,d9
2020,3980,d9
2019,3972,d9
2018,3976,d9
2017,3975,d9
2016,3893,d9
2015,3802,d9
2014,3802,d9
2013,3797,d9
2012,3876,d9
2011,3876,d9
2021,8278,d10
2020,8278,d10
2019,8804,d10
2018,9740,d10
2017,9158,d10
2016,9112,d10
2015,9014,d10
2014,8051,d10
2013,8986,d10
2012,8041,d10
2011,8008,d10
2021,10260,d11
2020,10255,d11
2019,10561,d11
2018,10425,d11
2017,10620,d11
2016,10469,d11
2015,10441,d11
2014,10409,d11
2013,10429,d11
2012,10333,d11
2011,10319,d11
2021,5691,d12
2020,5679,d12
2019,5747,d12
2018,6141,d12
2017,5398,d12
2016,5848,d12
2015,5653,d12
2014,5627,d12
2013,5585,d12
2012,5605,d12
2011,5679,d12
2021,4555,d13
2020,4503,d13
2019,4570,d13
2018,4581,d13
2017,4581,d13
2016,4594,d13
2015,4594,d13
2014,4594,d13
2013,4575,d13
2012,4591,d13
2011,4528,d13
2021,3344,d14
2020,3344,d14
2019,3444,d14
2018,3863,d14
2017,3906,d14
2016,3432,d14
2015,3432,d14
2014,2981,d14
2013,3453,d14
2012,3008,d14
2011,2853,d14
2021,4329,d15
2020,4314,d15
2019,4701,d15
2018,5144,d15
2017,4866,d15
2016,4888,d15
2015,4987,d15
2014,4521,d15
2013,4831,d15
2012,4362,d15
2011,4404,d15
2021,4002,d16
2020,4002,d16
2019,4058,d16
2018,3879,d16
2017,3879,d16
2016,3917,d16
2015,4067,d16
2014,4065,d16
2013,4057,d16
2012,4012,d16
2011,4008,d16
2021,3522,d18
2020,3522,d18
2019,3522,d18
2018,3378,d18
2017,3494,d18
2016,3456,d18
2015,3456,d18
2014,2530,d18
2013,3414,d18
2012,2458,d18
2011,2568,d18
2021,5687,d19
2020,5700,d19
2019,5695,d19
2018,5704,d19
2017,5704,d19
2016,5689,d19
2015,5703,d19
2014,5689,d19
2013,5233,d19
2012,5219,d19
2011,5204,d19
2021,3036,d171
2020,3036,d171
2019,3036,d171
2018,3039,d171
2017,3065,d171
2016,3121,d171
2015,3085,d171
2014,3058,d171
2013,2910,d171
2012,2765,d171
2011,2888,d171
2021,3036,d172
2020,3036,d172
2019,3036,d172
2018,3039,d172
2017,3065,d172
2016,3121,d172
2015,3085,d172
2014,3058,d172
2013,2910,d172
2012,2765,d172
2011,2888,d172
2021,3036,d173
2020,3036,d173
2019,3036,d173
2018,3039,d173
2017,3065,d173
2016,3121,d173
2015,3085,d173
2014,3058,d173
2013,2910,d173
2012,2765,d173
2011,2888,d173
2021,3036,d174
2020,3036,d174
2019,3036,d174
2018,3039,d174
2017,3065,d174
2016,3121,d174
2015,3085,d174
2014,3058,d174
2013,2910,d174
2012,2765,d174
2011,2888,d174
