Year,Value
2022,62.12
2021,67.94
2020,74.8
2019,81.5
2018,80.3
2017,83.8
2016,83.9
2015,83.9
2014,82.4
2013,81.6
2012,82.3
2011,85.8
2010,86.7
2009,84.9
