Year,Value,GeoCode
2018,3.2,
2017,3.3,
2016,3.2,
2015,3.5,
2018,3.6,1.0
2017,3.8,1.0
2016,4.0,1.0
2015,3.9,1.0
2018,3.1,2.0
2017,3.4,2.0
2016,3.6,2.0
2015,3.4,2.0
2018,3.3,3.0
2017,3.4,3.0
2016,3.4,3.0
2015,3.6,3.0
2018,3.1,4.0
2017,3.2,4.0
2016,3.4,4.0
2015,3.3,4.0
2018,3.3,5.0
2017,3.1,5.0
2016,3.3,5.0
2015,3.3,5.0
2018,3.1,6.0
2017,3.3,6.0
2016,3.2,6.0
2015,3.4,6.0
2018,3.1,7.0
2017,3.0,7.0
2016,3.2,7.0
2015,3.1,7.0
2018,2.7,8.0
2017,2.8,8.0
2016,2.8,8.0
2015,3.0,8.0
2018,2.9,9.0
2017,3.0,9.0
2016,3.0,9.0
2015,2.9,9.0
2018,3.0,10.0
2017,3.2,10.0
2016,3.4,10.0
2015,3.4,10.0
2018,3.2,11.0
2017,3.3,11.0
2016,3.2,11.0
2015,3.6,11.0
2018,3.2,12.0
2017,3.3,12.0
2016,3.3,12.0
2015,3.5,12.0
2018,3.2,13.0
2017,3.1,13.0
2016,3.2,13.0
2015,3.2,13.0
2018,3.1,14.0
2017,3.2,14.0
2016,3.3,14.0
2015,3.3,14.0
2018,3.2,15.0
2017,3.0,15.0
2016,3.3,15.0
2015,3.6,15.0
2018,2.8,16.0
2017,2.9,16.0
2016,2.9,16.0
2015,3.1,16.0
2018,2.7,17.0
2017,2.9,17.0
2016,3.1,17.0
2015,3.0,17.0
2018,2.8,18.0
2017,2.7,18.0
2016,3.0,18.0
2015,3.2,18.0
2018,2.7,19.0
2017,2.7,19.0
2016,2.9,19.0
2015,2.8,19.0
2018,3.1,
2017,3.8,
2016,3.8,
2015,4.0,
2018,3.7,
2017,3.7,
2016,3.6,
2015,4.3,
2018,3.0,
2017,3.1,
2016,3.3,
2015,3.2,
2018,3.8,
2017,3.5,
2016,4.1,
2015,3.9,
2018,3.8,
2017,3.8,
2016,3.8,
2015,4.4,
2018,4.1,
2017,4.1,
2016,4.2,
2015,4.2,
2018,3.7,
2017,3.3,
2016,4.3,
2015,4.2,
2018,3.9,
2017,3.5,
2016,4.4,
2015,3.8,
2018,3.2,
2017,3.2,
2016,3.9,
2015,4.3,
2018,3.2,
2017,3.3,
2016,3.2,
2015,3.7,
2018,2.8,
2017,3.1,
2016,3.0,
2015,3.1,
2018,3.1,
2017,3.6,
2016,3.3,
2015,3.7,
2018,2.5,
2017,2.9,
2016,2.9,
2015,3.1,
2017,2.9,
2016,3.1,
2015,3.2,
2018,3.4,
2017,3.6,
2016,4.3,
2015,4.2,
2018,2.9,
2017,3.2,
2016,3.6,
2015,3.5,
2018,3.0,
2017,3.1,
2016,3.5,
2015,3.6,
2018,3.5,
2017,3.5,
2016,3.4,
2015,3.8,
2018,3.4,
2017,3.5,
2016,3.7,
2015,3.7,
2018,3.4,
2017,3.3,
2016,3.8,
2015,3.9,
2018,4.2,
2017,4.0,
2016,4.1,
2015,3.9,
2018,3.9,
2017,3.5,
2016,3.4,
2015,3.9,
2018,4.1,
2017,3.7,
2016,4.0,
2015,4.2,
2018,3.5,
2017,3.5,
