Year,Value,GeoCode
2022,665.83,
2021,1134.17,
2020,1204.49,
2019,506.34,
2018,542.92,
2017,610.41,
2016,486.67,
2015,720.75,
2014,795.83,
2013,906.76,
2012,358.09,
2011,1143.25,
2010,1289.99,
2009,1320.75,
2022,30.83,d1
2021,42.0,d1
2020,47.17,d1
2019,14.42,d1
2018,15.42,d1
2022,19.0,d2
2021,37.08,d2
2020,36.75,d2
2019,10.0,d2
2018,13.0,d2
2022,32.42,d3
2021,53.17,d3
2020,53.42,d3
2019,14.58,d3
2018,18.25,d3
2022,29.08,d4
2021,48.83,d4
2020,47.08,d4
2019,15.33,d4
2018,18.08,d4
2022,52.08,d5
2021,82.08,d5
2020,80.0,d5
2019,32.42,d5
2018,32.92,d5
2022,17.5,d6
2021,34.83,d6
2020,39.5,d6
2019,15.75,d6
2018,11.42,d6
2022,61.42,d7
2021,106.83,d7
2020,101.25,d7
2019,41.17,d7
2018,50.33,d7
2022,47.67,d8
2021,84.67,d8
2020,94.17,d8
2019,34.08,d8
2018,30.33,d8
2022,56.0,d9
2021,84.42,d9
2020,90.5,d9
2019,52.33,d9
2018,42.17,d9
2022,59.08,d10
2021,113.5,d10
2020,111.33,d10
2019,69.33,d10
2018,75.67,d10
2022,32.92,d11
2021,56.33,d11
2020,55.67,d11
2019,36.75,d11
2018,45.83,d11
2022,39.17,d12
2021,69.08,d12
2020,79.92,d12
2019,32.0,d12
2018,35.42,d12
2022,33.67,d13
2021,53.67,d13
2020,61.58,d13
2019,27.33,d13
2018,31.67,d13
2022,30.42,d14
2021,52.33,d14
2020,54.67,d14
2019,13.67,d14
2018,13.25,d14
2022,28.33,d15
2021,46.83,d15
2020,71.83,d15
2019,32.0,d15
2018,37.75,d15
2022,20.42,d16
2021,38.25,d16
2020,54.75,d16
2019,28.42,d16
2018,33.25,d16
2022,17.67,d18
2021,25.0,d18
2020,24.08,d18
2019,12.75,d18
2018,9.58,d18
2022,14.58,d19
2021,24.08,d19
2020,21.0,d19
2019,14.58,d19
2018,16.25,d19
2022,1.0,d171
2021,2.33,d171
2020,2.42,d171
2019,2.75,d171
2018,3.58,d171
2022,1.0,d172
2021,2.33,d172
2020,2.42,d172
2019,2.75,d172
2018,3.58,d172
2022,1.0,d173
2021,2.33,d173
2020,2.42,d173
2019,2.75,d173
2018,3.58,d173
2022,1.0,d174
2021,2.33,d174
2020,2.42,d174
2019,2.75,d174
2018,3.58,d174
