Year,Value
2020,198
2019,205
2018,205
2017,139
2016,171
2015,165
2014,166
2013,209
2012,179
2011,192
2010,228
2009,278
2020,54
2019,49
2018,55
2017,36
2016,34
2015,36
2014,40
2013,41
2012,45
2011,53
2010,70
2009,79
2020,436
2019,451
2018,459
2017,365
2016,410
2015,403
2014,397
2013,436
2012,378
2011,414
2010,483
2009,553
2020,252
2019,254
2018,260
2017,175
2016,205
2015,201
2014,206
2013,250
2012,224
2011,245
2010,298
2009,357
