Year,Value,GeoCode
2010,2.18,
2011,2.32,
2012,2.1,
2013,1.85,
2014,1.71,
2015,1.37,
2016,1.16,
2017,1.0,
2018,1.06,
2010,1.97,1.0
2011,1.92,1.0
2012,1.67,1.0
2013,1.23,1.0
2014,1.08,1.0
2015,1.04,1.0
2016,0.83,1.0
2017,0.72,1.0
2018,1.14,1.0
2010,2.12,2.0
2011,1.72,2.0
2012,1.61,2.0
2013,1.62,2.0
2014,1.53,2.0
2015,1.35,2.0
2016,1.21,2.0
2017,1.19,2.0
2018,1.09,2.0
2010,2.52,3.0
2011,2.2,3.0
2012,2.33,3.0
2013,2.33,3.0
2014,1.93,3.0
2015,1.49,3.0
2016,1.27,3.0
2017,1.28,3.0
2018,1.1,3.0
2010,3.36,4.0
2011,3.02,4.0
2012,2.51,4.0
2013,2.03,4.0
2014,1.62,4.0
2015,1.32,4.0
2016,1.18,4.0
2017,1.14,4.0
2018,1.39,4.0
2010,2.67,5.0
2011,2.19,5.0
2012,1.95,5.0
2013,1.54,5.0
2014,1.56,5.0
2015,1.27,5.0
2016,1.11,5.0
2017,0.93,5.0
2018,0.94,5.0
2010,2.76,6.0
2011,2.34,6.0
2012,2.2,6.0
2013,1.58,6.0
2014,1.79,6.0
2015,1.6,6.0
2016,1.43,6.0
2017,1.07,6.0
2018,1.09,6.0
2010,3.05,7.0
2011,2.51,7.0
2012,2.37,7.0
2013,2.2,7.0
2014,1.81,7.0
2015,1.3,7.0
2016,1.19,7.0
2017,1.0,7.0
2018,1.13,7.0
2010,3.07,8.0
2011,2.57,8.0
2012,2.49,8.0
2013,2.15,8.0
2014,1.86,8.0
2015,1.36,8.0
2016,1.35,8.0
2017,1.17,8.0
2018,1.31,8.0
2010,3.08,9.0
2011,2.73,9.0
2012,2.37,9.0
2013,2.79,9.0
2014,1.88,9.0
2015,1.45,9.0
2016,1.32,9.0
2017,1.05,9.0
2018,1.15,9.0
2010,3.01,10.0
2011,2.63,10.0
2012,2.51,10.0
2013,2.17,10.0
2014,1.98,10.0
2015,1.52,10.0
2016,1.19,10.0
2017,1.07,10.0
2018,1.01,10.0
2010,3.29,11.0
2011,3.09,11.0
2012,2.63,11.0
2013,2.3,11.0
2014,1.75,11.0
2015,1.33,11.0
2016,1.01,11.0
2017,0.86,11.0
2018,0.97,11.0
2010,2.6,12.0
2011,2.47,12.0
2012,2.29,12.0
2013,1.77,12.0
2014,2.02,12.0
2015,1.7,12.0
2016,1.47,12.0
2017,1.15,12.0
2018,1.26,12.0
2010,2.88,13.0
2011,2.46,13.0
2012,2.29,13.0
2013,1.85,13.0
2014,1.89,13.0
2015,1.42,13.0
2016,1.12,13.0
2017,0.86,13.0
2018,1.09,13.0
2010,3.45,14.0
2011,2.62,14.0
2012,2.07,14.0
2013,1.78,14.0
2014,1.56,14.0
2015,1.43,14.0
2016,1.08,14.0
2017,0.91,14.0
2018,1.21,14.0
2010,3.06,15.0
2011,2.62,15.0
2012,2.05,15.0
2013,1.86,15.0
2014,1.73,15.0
2015,1.54,15.0
2016,1.18,15.0
2017,0.8,15.0
2018,0.82,15.0
2010,3.42,16.0
2011,2.95,16.0
2012,2.59,16.0
2013,2.74,16.0
2014,1.87,16.0
2015,1.47,16.0
2016,1.26,16.0
2017,1.15,16.0
2018,1.13,16.0
2010,3.44,17.0
2011,3.19,17.0
2012,3.06,17.0
2013,1.94,17.0
2014,2.09,17.0
2015,1.71,17.0
2016,1.22,17.0
2017,0.81,17.0
2018,0.72,17.0
2010,3.64,18.0
2011,3.11,18.0
2012,2.14,18.0
2013,5.21,18.0
2014,1.64,18.0
2015,1.3,18.0
2016,1.13,18.0
2017,0.8,18.0
2018,1.08,18.0
2010,3.18,19.0
2011,3.24,19.0
2012,3.21,19.0
2013,3.07,19.0
2014,2.35,19.0
2015,1.49,19.0
2016,1.41,19.0
2017,1.39,19.0
2018,1.43,19.0
