Year,Value
2022,97.16
2021,73.01
2020,64.74
2019,121.34
2018,120.6
2017,120.07
2016,117.86
2015,111.37
2014,111.18
2013,108.62
2012,108.55
2011,111.59
2010,111.93
2009,112.79
