Year,GeoCode,Value
2009,,1332
2010,,1245
2011,,1213
2012,,1394
2013,,1099
2014,,849
2015,,820
2016,,830
2017,,774
2018,,720
2019,,438
2020,,408
2021,,375
2009,1.0,331
2010,1.0,281
2011,1.0,265
2012,1.0,281
2013,1.0,233
2014,1.0,192
2015,1.0,177
2016,1.0,189
2017,1.0,179
2018,1.0,176
2019,1.0,61
2020,1.0,56
2021,1.0,52
2009,2.0,124
2010,2.0,115
2011,2.0,111
2012,2.0,129
2013,2.0,115
2014,2.0,82
2015,2.0,79
2016,2.0,84
2017,2.0,73
2018,2.0,70
2019,2.0,48
2020,2.0,45
2021,2.0,43
2009,3.0,101
2010,3.0,99
2011,3.0,98
2012,3.0,114
2013,3.0,89
2014,3.0,67
2015,3.0,64
2016,3.0,66
2017,3.0,61
2018,3.0,55
2019,3.0,36
2020,3.0,33
2021,3.0,29
2009,4.0,70
2010,4.0,67
2011,4.0,65
2012,4.0,77
2013,4.0,58
2014,4.0,47
2015,4.0,42
2016,4.0,42
2017,4.0,39
2018,4.0,33
2019,4.0,26
2020,4.0,25
2021,4.0,23
2009,5.0,43
2010,5.0,43
2011,5.0,44
2012,5.0,54
2013,5.0,45
2014,5.0,36
2015,5.0,32
2016,5.0,33
2017,5.0,33
2018,5.0,29
2019,5.0,20
2020,5.0,16
2021,5.0,13
2009,6.0,136
2010,6.0,129
2011,6.0,129
2012,6.0,147
2013,6.0,85
2014,6.0,57
2015,6.0,58
2016,6.0,56
2017,6.0,52
2018,6.0,51
2019,6.0,31
2020,6.0,28
2021,6.0,26
2009,7.0,40
2010,7.0,35
2011,7.0,35
2012,7.0,46
2013,7.0,34
2014,7.0,27
2015,7.0,32
2016,7.0,31
2017,7.0,28
2018,7.0,27
2019,7.0,18
2020,7.0,16
2021,7.0,16
2009,8.0,53
2010,8.0,55
2011,8.0,55
2012,8.0,66
2013,8.0,56
2014,8.0,45
2015,8.0,43
2016,8.0,39
2017,8.0,36
2018,8.0,29
2019,8.0,20
2020,8.0,19
2021,8.0,18
2009,9.0,43
2010,9.0,43
2011,9.0,43
2012,9.0,50
2013,9.0,42
2014,9.0,32
2015,9.0,35
2016,9.0,36
2017,9.0,36
2018,9.0,35
2019,9.0,24
2020,9.0,22
2021,9.0,19
2009,10.0,79
2010,10.0,74
2011,10.0,73
2012,10.0,84
2013,10.0,64
2014,10.0,51
2015,10.0,47
2016,10.0,47
2017,10.0,43
2018,10.0,39
2019,10.0,29
2020,10.0,26
2021,10.0,25
2009,11.0,67
2010,11.0,63
2011,11.0,62
2012,11.0,74
2013,11.0,60
2014,11.0,45
2015,11.0,41
2016,11.0,39
2017,11.0,40
2018,11.0,34
2019,11.0,29
2020,11.0,28
2021,11.0,26
2009,12.0,70
2010,12.0,69
2011,12.0,65
2012,12.0,73
2013,12.0,59
2014,12.0,40
2015,12.0,39
2016,12.0,38
2017,12.0,34
2018,12.0,28
2019,12.0,19
2020,12.0,18
2021,12.0,16
2009,13.0,50
2010,13.0,51
2011,13.0,51
2012,13.0,62
2013,13.0,47
2014,13.0,42
2015,13.0,41
2016,13.0,39
2017,13.0,35
2018,13.0,34
2019,13.0,20
2020,13.0,20
2021,13.0,16
2009,14.0,26
2010,14.0,24
2011,14.0,24
2012,14.0,30
2013,14.0,26
2014,14.0,25
2015,14.0,25
2016,14.0,24
2017,14.0,19
2018,14.0,19
2019,14.0,13
2020,14.0,13
2021,14.0,12
2009,15.0,53
2010,15.0,49
2011,15.0,47
2012,15.0,50
2013,15.0,39
2014,15.0,25
2015,15.0,28
2016,15.0,28
2017,15.0,27
2018,15.0,24
2019,15.0,17
2020,15.0,16
2021,15.0,14
2009,16.0,32
2010,16.0,34
2011,16.0,33
2012,16.0,40
2013,16.0,30
2014,16.0,24
2015,16.0,23
2016,16.0,25
2017,16.0,21
2018,16.0,19
2019,16.0,15
2020,16.0,15
2021,16.0,15
2009,17.0,2
2010,17.0,2
2011,17.0,1
2012,17.0,1
2013,17.0,2
2014,17.0,1
2015,17.0,1
2016,17.0,1
2017,17.0,0
2018,17.0,1
2019,17.0,0
2020,17.0,0
2021,17.0,0
2009,18.0,4
2010,18.0,4
2011,18.0,4
2012,18.0,6
2013,18.0,5
2014,18.0,3
2015,18.0,4
2016,18.0,5
2017,18.0,7
2018,18.0,6
2019,18.0,5
2020,18.0,5
2021,18.0,5
2009,19.0,8
2010,19.0,8
2011,19.0,8
2012,19.0,10
2013,19.0,10
2014,19.0,8
2015,19.0,9
2016,19.0,8
2017,19.0,11
2018,19.0,11
2019,19.0,7
2020,19.0,7
2021,19.0,7
