Year,Value
2023,23.13
2022,21.44
2021,21.41
2020,23.93
2019,18.03
2018,17.76
2017,21.46
2016,19.65
2015,22.03
2014,22.5
2013,23.06
2012,16.3
2011,17.84
2010,22.43
2009,21.35
