Year,Value
2022,6.16
2021,6.14
2020,6.13
2019,6.17
2018,6.14
2017,6.19
2016,6.19
2015,6.24
2014,6.24
2013,6.18
2012,6.13
2011,6.13
2010,6.07
2009,6.02
