Year,Value
2022,69375677
2021,77144235
2020,74584893
2019,73715925
2018,70778376
2017,67489331
2016,64523917
2015,63329644
2014,59359080
2013,58441682
2012,60517225
2011,59493909
2010,56893676
2009,51026363
