Year,GeoCode,Value
2009,,19.11
2010,,17.99
2011,,17.78
2012,,20.48
2013,,16.26
2014,,12.67
2015,,12.23
2016,,12.3
2017,,11.45
2018,,10.55
2019,,6.43
2020,,5.93
2021,,5.44
2009,1.0,144.12
2010,1.0,122.36
2011,1.0,116.09
2012,1.0,120.59
2013,1.0,100.17
2014,1.0,83.22
2015,1.0,76.19
2016,1.0,80.61
2017,1.0,76.23
2018,1.0,73.82
2019,1.0,25.82
2020,1.0,23.35
2021,1.0,21.53
2009,2.0,32.61
2010,2.0,30.48
2011,2.0,30.04
2012,2.0,34.94
2013,2.0,31.46
2014,2.0,22.66
2015,2.0,21.91
2016,2.0,23.15
2017,2.0,20.05
2018,2.0,19.15
2019,2.0,13.19
2020,2.0,12.29
2021,2.0,11.7
2009,3.0,23.34
2010,3.0,22.88
2011,3.0,22.98
2012,3.0,26.79
2013,3.0,21.1
2014,3.0,16.1
2015,3.0,15.39
2016,3.0,15.84
2017,3.0,14.6
2018,3.0,13.08
2019,3.0,8.57
2020,3.0,7.8
2021,3.0,6.86
2009,4.0,22.7
2010,4.0,21.65
2011,4.0,21.06
2012,4.0,24.87
2013,4.0,18.76
2014,4.0,15.23
2015,4.0,13.56
2016,4.0,13.41
2017,4.0,12.4
2018,4.0,10.39
2019,4.0,8.15
2020,4.0,7.74
2021,4.0,7.1
2009,5.0,9.99
2010,5.0,10.08
2011,5.0,10.53
2012,5.0,12.98
2013,5.0,10.94
2014,5.0,8.88
2015,5.0,7.91
2016,5.0,8.12
2017,5.0,8.11
2018,5.0,7.05
2019,5.0,4.89
2020,5.0,3.88
2021,5.0,3.16
2009,6.0,51.03
2010,6.0,49.13
2011,6.0,49.69
2012,6.0,56.88
2013,6.0,32.9
2014,6.0,22.29
2015,6.0,22.77
2016,6.0,21.94
2017,6.0,20.24
2018,6.0,19.63
2019,6.0,12.02
2020,6.0,10.82
2021,6.0,10.04
2009,7.0,9.05
2010,7.0,8.03
2011,7.0,8.18
2012,7.0,10.84
2013,7.0,8.11
2014,7.0,6.48
