Year,GeoCode,Value
2022,,32.37
2021,,31.99
2020,,31.8
2019,,31.72
2018,,31.66
2016,,31.8
2015,,31.37
2014,,31.31
2013,,31.21
2012,,31.02
2011,,30.65
2010,,30.26
2009,,29.88
2022,d1,28.73
2021,d1,28.45
2020,d1,28.32
2019,d1,27.84
2018,d1,27.48
2016,d1,30.3
2015,d1,26.89
2014,d1,26.62
2013,d1,26.29
2012,d1,25.81
2011,d1,24.71
2010,d1,23.56
2009,d1,22.77
2022,d2,15.42
2021,d2,15.39
2020,d2,15.19
2019,d2,15.28
2018,d2,15.28
2016,d2,13.23
2015,d2,12.69
2014,d2,12.58
2013,d2,12.56
2012,d2,12.24
2011,d2,11.82
2010,d2,11.57
2009,d2,11.31
2022,d3,19.23
2021,d3,18.97
2020,d3,18.98
2019,d3,18.92
2018,d3,18.82
2016,d3,19.43
2015,d3,19.01
2014,d3,18.96
2013,d3,18.87
2012,d3,18.73
2011,d3,18.4
2010,d3,17.7
2009,d3,17.56
2022,d4,51.02
2021,d4,50.24
2020,d4,50.17
2019,d4,50.17
2018,d4,50.17
2016,d4,50.41
2015,d4,50.32
2014,d4,50.28
2013,d4,50.28
2012,d4,50.27
2011,d4,50.37
2010,d4,49.93
2009,d4,49.62
2022,d5,24.67
2021,d5,24.42
2020,d5,24.22
2019,d5,24.18
2018,d5,24.03
2016,d5,24.17
2015,d5,24.09
2014,d5,24.03
2013,d5,24.01
2012,d5,24.0
2011,d5,23.66
2010,d5,23.63
2009,d5,23.54
2022,d6,29.85
2021,d6,29.69
2020,d6,29.67
2019,d6,29.58
2018,d6,29.58
2016,d6,29.54
2015,d6,29.52
2014,d6,29.51
2013,d6,29.51
2012,d6,29.15
2011,d6,29.07
2010,d6,28.9
2009,d6,28.77
2022,d7,21.51
2021,d7,21.29
2020,d7,21.24
2019,d7,21.08
2018,d7,21.08
2016,d7,21.04
2015,d7,21.03
2014,d7,21.04
2013,d7,21.03
2012,d7,21.02
2011,d7,20.87
2010,d7,20.64
2009,d7,20.56
2022,d8,40.54
2021,d8,40.04
2020,d8,39.45
2019,d8,39.33
2018,d8,39.3
2016,d8,39.58
2015,d8,39.22
2014,d8,39.14
2013,d8,39.14
2012,d8,38.67
2011,d8,38.25
2010,d8,37.98
2009,d8,37.81
2022,d9,34.31
2021,d9,34.27
2020,d9,34.26
2019,d9,34.25
2018,d9,34.25
2016,d9,34.63
2015,d9,34.35
2014,d9,34.3
2013,d9,34.29
2012,d9,34.23
2011,d9,34.16
2010,d9,34.12
2009,d9,33.68
2022,d10,36.88
2021,d10,35.64
2020,d10,35.26
2019,d10,35.12
2018,d10,34.92
2016,d10,34.97
2015,d10,34.87
2014,d10,34.87
2013,d10,34.64
2012,d10,34.19
2011,d10,33.56
2010,d10,33.05
2009,d10,32.51
2022,d11,27.43
2021,d11,26.92
2020,d11,26.83
2019,d11,26.73
2018,d11,26.65
2016,d11,26.98
2015,d11,26.37
2014,d11,26.37
2013,d11,26.36
2012,d11,26.23
2011,d11,25.92
2010,d11,25.5
2009,d11,25.15
2022,d12,40.27
2021,d12,40.22
2020,d12,39.87
2019,d12,39.78
2018,d12,39.78
2016,d12,39.82
2015,d12,39.76
2014,d12,39.65
