Year,Value,GeoCode
2022,8057.55,
2021,8082.95,
2020,8096.74,
2019,8038.06,
2018,8066.37,
2017,8071.88,
2016,8067.26,
2015,8022.77,
2014,8023.12,
2013,8093.71,
2012,8144.26,
2011,8157.31,
2010,8258.97,
2009,8251.2,
2022,16557.99,d1
2021,16286.98,d1
2020,16223.67,d1
2019,16017.75,d1
2018,16129.59,d1
2017,15863.91,d1
2016,15839.64,d1
2015,15663.91,d1
2014,15515.38,d1
2013,15605.33,d1
2012,15602.37,d1
2011,15298.22,d1
2010,15351.48,d1
2009,15340.99,d1
2022,24623.2,d2
2021,24727.64,d2
2020,24712.06,d2
2019,24592.04,d2
2018,24684.36,d2
2017,24590.31,d2
2016,24469.71,d2
2015,24339.3,d2
2014,24472.59,d2
2013,24720.14,d2
2012,24922.1,d2
2011,24879.98,d2
2010,25339.87,d2
2009,25444.57,d2
2022,24612.58,d3
2021,24709.94,d3
2020,24785.5,d3
2019,24653.65,d3
2018,24727.18,d3
2017,24581.64,d3
2016,24486.31,d3
2015,24446.25,d3
2014,24493.91,d3
2013,24848.38,d3
2012,25039.05,d3
2011,25055.78,d3
2010,25373.23,d3
2009,25329.47,d3
2022,7476.9,d4
2021,7383.35,d4
2020,7395.19,d4
2019,7319.21,d4
2018,7285.99,d4
2017,7101.71,d4
2016,7061.85,d4
2015,6971.99,d4
2014,6935.33,d4
2013,6919.91,d4
2012,6904.49,d4
2011,6851.29,d4
2010,6843.2,d4
2009,6791.65,d4
2022,24183.64,d5
2021,24317.9,d5
2020,24429.53,d5
2019,24224.28,d5
2018,24373.97,d5
2017,24120.88,d5
2016,24083.33,d5
2015,24031.89,d5
2014,24111.63,d5
2013,24494.34,d5
2012,24777.78,d5
2011,24864.71,d5
2010,25372.43,d5
2009,25605.32,d5
2022,17982.28,d6
2021,18114.0,d6
2020,18100.41,d6
2019,18037.8,d6
2018,18137.03,d6
2017,17933.85,d6
2016,17788.54,d6
2015,17793.27,d6
2014,17972.83,d6
2013,18226.82,d6
2012,18217.96,d6
2011,18243.95,d6
2010,18405.2,d6
2009,18630.45,d6
2022,24477.63,d7
2021,24729.01,d7
2020,24761.19,d7
2019,24409.25,d7
2018,24454.0,d7
2017,24047.29,d7
2016,24002.49,d7
2015,23944.75,d7
2014,23985.07,d7
2013,24208.56,d7
2012,24505.23,d7
2011,24740.17,d7
2010,25190.14,d7
2009,25545.95,d7
2022,20117.65,d8
2021,20129.83,d8
2020,20206.4,d8
2019,20112.43,d8
2018,20178.21,d8
2017,19934.28,d8
2016,19914.56,d8
