Year,Value,GeoCode
2022,75059,
2021,73981,
2020,72655,
2019,71614,
2018,70769,
2017,69735,
2016,68753,
2015,67707,
2014,66615,
2013,65286,
2012,64129,
2011,63330,
2010,62332,
2009,61272,
2022,2665,d1
2021,2624,d1
2020,2603,d1
2019,2578,d1
2018,2578,d1
2017,2529,d1
2016,2567,d1
2015,2508,d1
2014,2466,d1
2013,2445,d1
2012,2422,d1
2011,2445,d1
2010,2427,d1
2009,2457,d1
2022,4584,d2
2021,4555,d2
2020,4512,d2
2019,4468,d2
2018,4512,d2
2017,4476,d2
2016,4468,d2
2015,4495,d2
2014,4482,d2
2013,4437,d2
2012,4402,d2
2011,4357,d2
2010,4329,d2
2009,4325,d2
2022,5263,d3
2021,5231,d3
2020,5192,d3
2019,5147,d3
2018,5125,d3
2017,5104,d3
2016,5078,d3
2015,5048,d3
2014,4996,d3
2013,4982,d3
2012,4929,d3
2011,4993,d3
2010,4998,d3
2009,5008,d3
2022,3524,d4
2021,3410,d4
2020,3286,d4
2019,3164,d4
2018,3069,d4
2017,2954,d4
2016,2871,d4
2015,2796,d4
2014,2692,d4
2013,2582,d4
2012,2500,d4
2011,2422,d4
2010,2336,d4
2009,2228,d4
2022,4847,d5
2021,4784,d5
2020,4718,d5
2019,4686,d5
2018,4676,d5
2017,4682,d5
2016,4647,d5
2015,4645,d5
2014,4622,d5
2013,4572,d5
2012,4552,d5
2011,4513,d5
2010,4489,d5
2009,4418,d5
2022,3076,d6
2021,3019,d6
2020,2990,d6
2019,2948,d6
2018,2919,d6
2017,2890,d6
2016,2809,d6
2015,2738,d6
2014,2651,d6
2013,2544,d6
2012,2480,d6
2011,2416,d6
2010,2381,d6
2009,2281,d6
2022,4927,d7
2021,4949,d7
2020,4926,d7
2019,4883,d7
2018,4925,d7
2017,4953,d7
2016,4934,d7
2015,4913,d7
2014,4914,d7
2013,4884,d7
2012,4829,d7
2011,4796,d7
2010,4776,d7
2009,4727,d7
2022,5495,d8
2021,5329,d8
2020,5171,d8
2019,4962,d8
2018,4814,d8
2017,4657,d8
2016,4537,d8
2015,4435,d8
2014,4376,d8
2013,4222,d8
2012,4102,d8
2011,4035,d8
2010,3903,d8
2009,3753,d8
2022,4888,d9
2021,4821,d9
2020,4735,d9
2019,4712,d9
2018,4603,d9
2017,4535,d9
2016,4493,d9
2015,4342,d9
2014,4267,d9
2013,4195,d9
2012,4094,d9
2011,4057,d9
