Year,Value
2022,13.25
2021,15.69
2020,16.56
2019,13.13
2018,14.71
2017,17.92
2016,19.16
2015,20.4
2014,24.32
2013,25.23
2012,23.47
2011,21.17
2010,18.65
2009,17.64
