Year,Value,GeoCode
2018,1.06,
2017,1.0,
2016,1.16,
2015,1.37,
2014,1.71,
2013,1.85,
2012,2.1,
2011,2.32,
2010,2.18,
2018,1.14,d1
2017,0.72,d1
2016,0.83,d1
2015,1.04,d1
2014,1.08,d1
2013,1.23,d1
2012,1.67,d1
2011,1.92,d1
2010,1.97,d1
2018,1.09,d2
2017,1.19,d2
2016,1.21,d2
2015,1.35,d2
2014,1.53,d2
2013,1.62,d2
2012,1.61,d2
2011,1.72,d2
2010,2.12,d2
2018,1.1,d3
2017,1.28,d3
2016,1.27,d3
2015,1.49,d3
2014,1.93,d3
2013,2.33,d3
2012,2.33,d3
2011,2.2,d3
2010,2.52,d3
2018,1.39,d4
2017,1.14,d4
2016,1.18,d4
2015,1.32,d4
2014,1.62,d4
2013,2.03,d4
2012,2.51,d4
2011,3.02,d4
2010,3.36,d4
2018,0.94,d5
2017,0.93,d5
2016,1.11,d5
2015,1.27,d5
2014,1.56,d5
2013,1.54,d5
2012,1.95,d5
2011,2.19,d5
2010,2.67,d5
2018,1.09,d6
2017,1.07,d6
2016,1.43,d6
2015,1.6,d6
2014,1.79,d6
2013,1.58,d6
2012,2.2,d6
2011,2.34,d6
2010,2.76,d6
2018,1.13,d7
2017,1.0,d7
2016,1.19,d7
2015,1.3,d7
2014,1.81,d7
2013,2.2,d7
2012,2.37,d7
2011,2.51,d7
2010,3.05,d7
2018,1.31,d8
2017,1.17,d8
2016,1.35,d8
2015,1.36,d8
2014,1.86,d8
2013,2.15,d8
2012,2.49,d8
2011,2.57,d8
2010,3.07,d8
2018,1.15,d9
2017,1.05,d9
2016,1.32,d9
2015,1.45,d9
2014,1.88,d9
2013,2.79,d9
2012,2.37,d9
2011,2.73,d9
2010,3.08,d9
2018,1.01,d10
2017,1.07,d10
2016,1.19,d10
2015,1.52,d10
2014,1.98,d10
2013,2.17,d10
2012,2.51,d10
2011,2.63,d10
2010,3.01,d10
2018,0.97,d11
2017,0.86,d11
2016,1.01,d11
2015,1.33,d11
2014,1.75,d11
2013,2.3,d11
2012,2.63,d11
2011,3.09,d11
2010,3.29,d11
2018,1.26,d12
2017,1.15,d12
2016,1.47,d12
2015,1.7,d12
2014,2.02,d12
2013,1.77,d12
2012,2.29,d12
2011,2.47,d12
2010,2.6,d12
2018,1.09,d13
2017,0.86,d13
2016,1.12,d13
2015,1.42,d13
2014,1.89,d13
2013,1.85,d13
2012,2.29,d13
2011,2.46,d13
2010,2.88,d13
2018,1.21,d14
2017,0.91,d14
2016,1.08,d14
2015,1.43,d14
2014,1.56,d14
2013,1.78,d14
2012,2.07,d14
2011,2.62,d14
2010,3.45,d14
2018,0.82,d15
2017,0.8,d15
2016,1.18,d15
2015,1.54,d15
2014,1.73,d15
2013,1.86,d15
2012,2.05,d15
2011,2.62,d15
2010,3.06,d15
2018,1.13,d16
2017,1.15,d16
2016,1.26,d16
2015,1.47,d16
2014,1.87,d16
2013,2.74,d16
2012,2.59,d16
2011,2.95,d16
2010,3.42,d16
2018,1.08,d18
2017,0.8,d18
2016,1.13,d18
2015,1.3,d18
2014,1.64,d18
2013,5.21,d18
2012,2.14,d18
2011,3.11,d18
2010,3.64,d18
2018,1.43,d19
2017,1.39,d19
2016,1.41,d19
2015,1.49,d19
2014,2.35,d19
2013,3.07,d19
2012,3.21,d19
2011,3.24,d19
2010,3.18,d19
2018,0.72,d171
2017,0.81,d171
2016,1.22,d171
2015,1.71,d171
2014,2.09,d171
2013,1.94,d171
2012,3.06,d171
2011,3.19,d171
2010,3.44,d171
2018,0.72,d172
2017,0.81,d172
2016,1.22,d172
2015,1.71,d172
2014,2.09,d172
2013,1.94,d172
2012,3.06,d172
2011,3.19,d172
2010,3.44,d172
2018,0.72,d173
2017,0.81,d173
2016,1.22,d173
2015,1.71,d173
2014,2.09,d173
2013,1.94,d173
2012,3.06,d173
2011,3.19,d173
2010,3.44,d173
2018,0.72,d174
2017,0.81,d174
2016,1.22,d174
2015,1.71,d174
2014,2.09,d174
2013,1.94,d174
2012,3.06,d174
2011,3.19,d174
2010,3.44,d174
