Year,Value,GeoCode
2021,31.99,
2020,31.8,
2019,31.72,
2018,31.66,
2016,31.8,
2015,31.37,
2014,31.31,
2013,31.21,
2012,31.02,
2011,30.65,
2010,30.26,
2009,29.88,
2021,28.45,1.0
2020,28.32,1.0
2019,27.84,1.0
2018,27.48,1.0
2016,30.3,1.0
2015,26.89,1.0
2014,26.62,1.0
2013,26.29,1.0
2012,25.81,1.0
2011,24.71,1.0
2010,23.56,1.0
2009,22.77,1.0
2021,15.39,2.0
2020,15.19,2.0
2019,15.28,2.0
2018,15.28,2.0
2016,13.23,2.0
2015,12.69,2.0
2014,12.58,2.0
2013,12.56,2.0
2012,12.24,2.0
2011,11.82,2.0
2010,11.57,2.0
2009,11.31,2.0
2021,18.97,3.0
2020,18.98,3.0
2019,18.92,3.0
2018,18.82,3.0
2016,19.43,3.0
2015,19.01,3.0
2014,18.96,3.0
2013,18.87,3.0
2012,18.73,3.0
2011,18.4,3.0
2010,17.7,3.0
2009,17.56,3.0
2021,50.24,4.0
2020,50.17,4.0
2019,50.17,4.0
2018,50.17,4.0
2016,50.41,4.0
2015,50.32,4.0
2014,50.28,4.0
2013,50.28,4.0
2012,50.27,4.0
2011,50.37,4.0
2010,49.93,4.0
2009,49.62,4.0
2021,24.42,5.0
2020,24.22,5.0
2019,24.18,5.0
2018,24.03,5.0
2016,24.17,5.0
2015,24.09,5.0
2014,24.03,5.0
2013,24.01,5.0
2012,24.0,5.0
2011,23.66,5.0
2010,23.63,5.0
2009,23.54,5.0
2021,29.69,6.0
2020,29.67,6.0
2019,29.58,6.0
2018,29.58,6.0
2016,29.54,6.0
2015,29.52,6.0
2014,29.51,6.0
2013,29.51,6.0
2012,29.15,6.0
2011,29.07,6.0
2010,28.9,6.0
2009,28.77,6.0
2021,21.29,7.0
2020,21.24,7.0
2019,21.08,7.0
2018,21.08,7.0
2016,21.04,7.0
2015,21.03,7.0
2014,21.04,7.0
2013,21.03,7.0
2012,21.02,7.0
2011,20.87,7.0
2010,20.64,7.0
2009,20.56,7.0
2021,40.04,8.0
2020,39.45,8.0
2019,39.33,8.0
2018,39.3,8.0
2016,39.58,8.0
2015,39.22,8.0
2014,39.14,8.0
2013,39.14,8.0
2012,38.67,8.0
2011,38.25,8.0
2010,37.98,8.0
2009,37.81,8.0
2021,34.27,9.0
2020,34.26,9.0
2019,34.25,9.0
2018,34.25,9.0
2016,34.63,9.0
2015,34.35,9.0
2014,34.3,9.0
2013,34.29,9.0
2012,34.23,9.0
2011,34.16,9.0
2010,34.12,9.0
2009,33.68,9.0
2021,35.64,10.0
2020,35.26,10.0
2019,35.12,10.0
2018,34.92,10.0
2016,34.97,10.0
2015,34.87,10.0
2014,34.87,10.0
2013,34.64,10.0
2012,34.19,10.0
2011,33.56,10.0
2010,33.05,10.0
2009,32.51,10.0
2021,26.92,11.0
2020,26.83,11.0
2019,26.73,11.0
2018,26.65,11.0
2016,26.98,11.0
2015,26.37,11.0
2014,26.37,11.0
2013,26.36,11.0
2012,26.23,11.0
2011,25.92,11.0
2010,25.5,11.0
2009,25.15,11.0
2021,40.22,12.0
2020,39.87,12.0
2019,39.78,12.0
2018,39.78,12.0
2016,39.82,12.0
2015,39.76,12.0
2014,39.65,12.0
2013,39.65,12.0
2012,39.61,12.0
2011,39.44,12.0
2010,39.22,12.0
2009,39.08,12.0
2021,32.87,13.0
2020,32.86,13.0
2019,32.87,13.0
2018,32.86,13.0
2016,32.86,13.0
2015,32.87,13.0
2014,32.86,13.0
2013,32.87,13.0
2012,32.86,13.0
2011,32.86,13.0
2010,32.87,13.0
2009,32.88,13.0
2021,39.26,14.0
2020,39.2,14.0
2019,39.19,14.0
2018,39.17,14.0
2016,39.09,14.0
2015,38.92,14.0
2014,38.91,14.0
2013,38.91,14.0
2012,38.75,14.0
2011,38.59,14.0
2010,38.47,14.0
2009,38.3,14.0
2021,34.54,15.0
2020,34.52,15.0
2019,34.53,15.0
2018,34.42,15.0
2016,34.36,15.0
2015,34.12,15.0
2014,34.12,15.0
2013,34.12,15.0
2012,34.08,15.0
2011,33.98,15.0
2010,33.9,15.0
2009,33.42,15.0
2021,42.47,16.0
2020,42.13,16.0
2019,41.97,16.0
2018,41.97,16.0
2016,42.12,16.0
2015,42.07,16.0
2014,41.94,16.0
2013,41.9,16.0
2012,41.53,16.0
2011,40.84,16.0
2010,40.03,16.0
2009,38.29,16.0
2021,38.19,17.0
2020,37.8,17.0
2019,37.86,17.0
2018,38.13,17.0
2016,36.89,17.0
2015,34.18,17.0
2014,34.07,17.0
2013,32.7,17.0
2012,32.69,17.0
2011,32.28,17.0
2010,31.91,17.0
2009,31.54,17.0
2021,38.42,18.0
2020,38.42,18.0
2019,38.38,18.0
2018,38.35,18.0
2016,39.0,18.0
2015,38.04,18.0
2014,38.05,18.0
2013,38.01,18.0
2012,37.91,18.0
2011,37.41,18.0
2010,35.56,18.0
2009,35.11,18.0
2021,31.0,19.0
2020,30.79,19.0
2019,30.77,19.0
2018,30.79,19.0
2016,30.92,19.0
2015,30.03,19.0
2014,29.99,19.0
2013,28.93,19.0
2012,28.85,19.0
2011,27.24,19.0
2010,26.37,19.0
2009,25.94,19.0
