Year,Value,GeoCode
2015,13.3,
2016,12.5,
2017,12.0,
2018,11.5,
2015,11.4,1.0
2016,10.5,1.0
2017,9.5,1.0
2018,9.4,1.0
2015,8.9,2.0
2016,8.3,2.0
2017,7.8,2.0
2018,7.1,2.0
2015,10.3,3.0
2016,9.9,3.0
2017,9.5,3.0
2018,9.1,3.0
2015,10.6,4.0
2016,10.8,4.0
2017,9.8,4.0
2018,9.5,4.0
2015,14.2,5.0
2016,13.4,5.0
2017,13.1,5.0
2018,12.6,5.0
2015,7.7,6.0
2016,7.1,6.0
2017,6.9,6.0
2018,6.7,6.0
2015,15.7,7.0
2016,15.3,7.0
2017,14.9,7.0
2018,14.8,7.0
2015,10.4,8.0
2016,9.6,8.0
2017,9.4,8.0
2018,8.9,8.0
2015,14.2,9.0
2016,13.1,9.0
2017,13.0,9.0
2018,12.4,9.0
2015,15.2,10.0
2016,14.6,10.0
2017,14.0,10.0
2018,13.3,10.0
2015,18.2,11.0
2016,17.0,11.0
2017,16.3,11.0
2018,15.7,11.0
2015,13.3,12.0
2016,12.3,12.0
2017,12.1,12.0
2018,11.2,12.0
2015,10.7,13.0
2016,10.2,13.0
2017,10.1,13.0
2018,9.7,13.0
2015,11.7,14.0
2016,10.8,14.0
2017,10.7,14.0
2018,10.1,14.0
2015,16.7,15.0
2016,15.9,15.0
2017,14.9,15.0
2018,14.2,15.0
2015,15.0,16.0
2016,13.9,16.0
2017,13.4,16.0
2018,12.7,16.0
2015,9.7,17.0
2016,9.1,17.0
2017,8.3,17.0
2018,8.1,17.0
2015,18.0,18.0
2016,16.0,18.0
2017,15.2,18.0
2018,15.0,18.0
2015,13.4,19.0
2016,12.7,19.0
2017,11.6,19.0
2018,11.1,19.0
