Year,Value,GeoCode
2020,13.4,
2019,13.8,
2018,15.8,
2017,17.6,
2016,19.3,
2015,20.2,
2020,11.5,d1
2019,12.1,d1
2018,12.4,d1
2017,13.7,d1
2016,15.8,d1
2015,16.8,d1
2020,9.1,d2
2019,8.8,d2
2018,9.8,d2
2017,11.2,d2
2016,12.7,d2
2015,13.6,d2
2020,10.0,d3
2019,10.4,d3
2018,12.1,d3
2017,13.7,d3
2016,15.0,d3
2015,15.5,d3
2020,11.1,d4
2019,11.5,d4
2018,12.8,d4
2017,14.0,d4
2016,15.8,d4
2015,15.9,d4
2020,13.8,d5
2019,14.6,d5
2018,17.0,d5
2017,19.0,d5
2016,21.0,d5
2015,21.8,d5
2020,7.4,d6
2019,7.8,d6
2018,8.9,d6
2017,9.7,d6
2016,10.7,d6
2015,11.0,d6
2020,17.9,d7
2019,17.7,d7
2018,20.5,d7
2017,22.2,d7
2016,23.7,d7
2015,24.3,d7
2020,10.8,d8
2019,11.0,d8
2018,12.9,d8
2017,14.4,d8
2016,15.9,d8
2015,17.0,d8
2020,14.7,d9
2019,15.3,d9
2018,17.7,d9
2017,19.6,d9
2016,21.2,d9
2015,22.1,d9
2020,15.3,d10
2019,15.8,d10
2018,18.4,d10
2017,20.4,d10
2016,22.3,d10
2015,23.1,d10
2020,17.5,d11
2019,17.8,d11
2018,20.6,d11
2017,22.8,d11
2016,24.6,d11
2015,26.2,d11
2020,13.1,d12
2019,13.7,d12
2018,15.6,d12
2017,17.6,d12
2016,19.0,d12
2015,20.2,d12
2020,11.3,d13
2019,11.9,d13
2018,13.4,d13
2017,14.6,d13
2016,15.8,d13
2015,16.4,d13
2020,11.5,d14
2019,11.4,d14
2018,13.4,d14
2017,15.7,d14
2016,17.3,d14
2015,18.0,d14
2020,16.8,d15
2019,17.4,d15
2018,19.8,d15
2017,21.9,d15
2016,24.3,d15
2015,25.6,d15
2020,15.0,d16
2019,15.6,d16
2018,18.2,d16
2017,19.9,d16
2016,21.9,d16
2015,23.3,d16
2020,15.7,d18
2019,17.4,d18
2018,20.4,d18
2017,21.7,d18
2016,24.5,d18
2015,26.7,d18
2020,13.8,d19
2019,14.0,d19
2018,15.0,d19
2017,17.2,d19
2016,19.5,d19
2015,20.9,d19
2020,9.1,d171
2019,9.7,d171
2018,11.7,d171
2017,13.0,d171
2016,14.9,d171
2015,16.1,d171
2020,9.1,d172
2019,9.7,d172
2018,11.7,d172
2017,13.0,d172
2016,14.9,d172
2015,16.1,d172
2020,9.1,d173
2019,9.7,d173
2018,11.7,d173
2017,13.0,d173
2016,14.9,d173
2015,16.1,d173
2020,9.1,d174
2019,9.7,d174
2018,11.7,d174
2017,13.0,d174
2016,14.9,d174
2015,16.1,d174
