Year,Value,GeoCode
2023,6.76,
2018,6.56,
2023,7.16,d1
2018,7.41,d1
2023,7.41,d2
2018,7.4,d2
2023,7.54,d3
2018,6.79,d3
2023,6.99,d4
2018,6.48,d4
2023,5.35,d5
2018,6.75,d5
2023,7.45,d6
2018,8.31,d6
2023,6.68,d7
2018,5.64,d7
2023,7.35,d8
2018,6.63,d8
2023,6.73,d9
2018,7.14,d9
2023,7.01,d10
2018,6.89,d10
2023,5.66,d11
2018,5.75,d11
2023,6.71,d12
2018,6.8,d12
2023,6.81,d13
2018,7.24,d13
2023,7.26,d14
2018,6.18,d14
2023,6.48,d15
2018,4.94,d15
2023,5.86,d16
2018,5.9,d16
2023,6.56,d18
2018,4.78,d18
2023,7.37,d19
2018,6.5,d19
2023,7.51,d171
2018,7.93,d171
2023,7.51,d172
2018,7.93,d172
2023,7.51,d173
2018,7.93,d173
2023,7.51,d174
2018,7.93,d174
