Year,Gender,Age,GeoCode,Value
2018,,,,15.69
2018,Men,,,16.64
2018,Women,,,14.84
2018,,18 a 39,,16.75
2018,,40 a 64,,14.87
2018,,>=65,,15.63
2018,,,d1,14.73
2018,,,d2,13.34
2018,,,d3,21.39
2018,,,d4,12.07
2018,,,d5,16.75
2018,,,d6,11.95
2018,,,d7,18.53
2018,,,d8,15.81
2018,,,d9,14.78
2018,,,d10,20.38
2018,,,d11,32.27
2018,,,d12,9.29
2018,,,d13,18.74
2018,,,d14,14.94
2018,,,d15,11.95
2018,,,d16,6.32
2018,,,d18,2.88
2018,,,d19,5.33
2018,,,d171,9.05
2018,,,d172,9.05
2018,,,d173,9.05
2018,,,d174,9.05
