Year,Gender,Age,GeoCode,Value
2022,,,,50050.0
2021,,,,63568.42
2020,,,,62663.0
2019,,,,53320.75
2018,,,,55866.5
2017,,,,60300.33
2016,,,,64790.5
2015,,,,69572.42
2014,,,,76491.0
2013,,,,81772.67
2012,,,,81150.67
2011,,,,74036.58
2010,,,,70063.33
2009,,,,61158.42
2022,Men,,,22400.0
2021,Men,,,26409.75
2020,Men,,,26495.0
2019,Men,,,21786.67
2018,Men,,,23123.0
2017,Men,,,25663.17
2016,Men,,,28478.67
2015,Men,,,31659.08
2014,Men,,,36110.92
2013,Men,,,39771.25
2012,Men,,,40058.83
2011,Men,,,36962.33
2010,Men,,,35475.58
2009,Men,,,31214.33
2022,Women,,,27575.0
2021,Women,,,37158.67
2020,Women,,,36168.0
2019,Women,,,31534.08
2018,Women,,,32743.5
2017,Women,,,34637.17
2016,Women,,,36311.83
2015,Women,,,37913.33
2014,Women,,,40380.08
2013,Women,,,42001.42
2012,Women,,,41091.83
2011,Women,,,37074.25
2010,Women,,,34587.75
2009,Women,,,29944.08
2022,,16 a 24,,5500.0
2021,,16 a 24,,5121.0
2020,,16 a 24,,5259.0
2019,,16 a 24,,3777.33
2018,,16 a 24,,3819.42
2017,,16 a 24,,3931.0
2016,,16 a 24,,3850.58
2015,,16 a 24,,3841.5
2014,,16 a 24,,4921.83
2013,,16 a 24,,5587.58
2012,,16 a 24,,6243.92
2011,,16 a 24,,6478.92
2010,,16 a 24,,6732.08
2009,,16 a 24,,6504.33
2022,,25 a 29,,7125.0
2021,,25 a 29,,5763.0
2020,,25 a 29,,5949.0
2019,,25 a 29,,4285.17
2018,,25 a 29,,4358.5
2017,,25 a 29,,4500.83
2016,,25 a 29,,4924.58
2015,,25 a 29,,5443.83
2014,,25 a 29,,6382.25
2013,,25 a 29,,7544.17
2012,,25 a 29,,8543.58
2011,,25 a 29,,8518.67
2010,,25 a 29,,8821.92
2009,,25 a 29,,8269.42
2022,,30 a 54,,28200.0
2021,,30 a 54,,35290.0
2020,,30 a 54,,35173.0
2019,,30 a 54,,30379.67
2018,,30 a 54,,32927.33
2017,,30 a 54,,36870.42
2016,,30 a 54,,40982.25
2015,,30 a 54,,45319.08
2014,,30 a 54,,50370.83
2013,,30 a 54,,54379.58
2012,,30 a 54,,53419.5
2011,,30 a 54,,47941.5
2010,,30 a 54,,44681.42
2009,,30 a 54,,38095.17
2022,,>=55,,9200.0
2021,,>=55,,17392.0
2020,,>=55,,16282.0
2019,,>=55,,14878.58
2018,,>=55,,14761.25
2017,,>=55,,14998.08
2016,,>=55,,15033.08
2015,,>=55,,14968.0
2014,,>=55,,14816.08
2013,,>=55,,14261.33
2012,,>=55,,12943.67
2011,,>=55,,11097.5
2010,,>=55,,9827.92
2009,,>=55,,8289.5
2022,,,d1,1287.08
2021,,,d1,1632.17
2020,,,d1,1577.08
2019,,,d1,1256.42
2018,,,d1,1300.75
2022,,,d2,1790.25
2021,,,d2,2315.33
2020,,,d2,2326.08
2019,,,d2,1902.0
2018,,,d2,2021.42
2022,,,d3,2477.08
2021,,,d3,3129.33
2020,,,d3,3135.75
2019,,,d3,2667.42
2018,,,d3,2723.5
2022,,,d4,1952.0
2021,,,d4,2428.92
2020,,,d4,2377.25
2019,,,d4,1984.25
2018,,,d4,2116.33
2022,,,d5,3077.25
2021,,,d5,3790.67
2020,,,d5,3829.17
2019,,,d5,3245.08
2018,,,d5,3469.25
2022,,,d6,1099.33
2021,,,d6,1436.0
2020,,,d6,1466.75
2019,,,d6,1242.0
2018,,,d6,1277.58
2022,,,d7,3539.92
2021,,,d7,4449.33
2020,,,d7,4338.0
2019,,,d7,3732.33
2018,,,d7,3926.58
2022,,,d8,3596.25
2021,,,d8,4350.08
2020,,,d8,4315.08
2019,,,d8,3703.33
2018,,,d8,3891.67
2022,,,d9,3635.33
2021,,,d9,4442.67
2020,,,d9,4476.25
2019,,,d9,3862.5
2018,,,d9,4047.08
2022,,,d10,5331.42
2021,,,d10,6746.33
2020,,,d10,6575.08
2019,,,d10,5697.08
2018,,,d10,6067.58
2022,,,d11,4877.08
2021,,,d11,6138.25
2020,,,d11,5898.0
2019,,,d11,5084.67
2018,,,d11,5112.92
2022,,,d12,4037.5
2021,,,d12,5153.92
2020,,,d12,5105.33
2019,,,d12,4333.75
2018,,,d12,4578.17
2022,,,d13,2048.92
2021,,,d13,2610.83
2020,,,d13,2619.83
2019,,,d13,2190.17
2018,,,d13,2303.58
2022,,,d14,1613.25
2021,,,d14,1996.58
2020,,,d14,2026.58
2019,,,d14,1698.25
2018,,,d14,1766.17
2022,,,d15,4092.08
2021,,,d15,5134.0
2020,,,d15,4965.58
2019,,,d15,4261.25
2018,,,d15,4425.75
2022,,,d16,3154.42
2021,,,d16,3941.92
2020,,,d16,3874.33
2019,,,d16,3369.0
2018,,,d16,3512.33
2022,,,d18,1084.08
2021,,,d18,1352.58
2020,,,d18,1350.75
2019,,,d18,1163.92
2018,,,d18,1212.17
2022,,,d19,1427.83
2021,,,d19,1717.5
2020,,,d19,1633.42
2019,,,d19,1387.25
2018,,,d19,1449.33
2022,,,d171,329.92
2021,,,d171,401.42
2020,,,d171,380.33
2019,,,d171,319.0
2018,,,d171,339.17
2022,,,d172,329.92
2021,,,d172,401.42
2020,,,d172,380.33
2019,,,d172,319.0
2018,,,d172,339.17
2022,,,d173,329.92
2021,,,d173,401.42
2020,,,d173,380.33
2019,,,d173,319.0
2018,,,d173,339.17
2022,,,d174,329.92
2021,,,d174,401.42
2020,,,d174,380.33
2019,,,d174,319.0
2018,,,d174,339.17
